 =======================================================================================================================
 Table: Nuclear properties of UNEDF1 model for B=2*10^17 G predicted by Skyrme3D code
 Authors: Wei jiang, Yan-jun Chen and Yu Guo
 Article: Symmetry energy effects on the outer crusts of non-accreting magnetars.   doi:???
 =======================================================================================================================
 
 --------------------------------------------------------------------------------------------------------------------
 Note:
 This is a highly detailed table predicting the properties of 4601 nuclides (Z = 26~124, N/A = 0.53~0.73)
 within the neutron drip line, including superheavy nuclei.
 --------------------------------------------------------------------------------------------------------------------
 
-------------------------------------------------------------------
         Table: Explanation of Symbols       
-------------------------------------------------------------------
 Symbol      |     unit          Description          
-------------------------------------------------------------------
      Z      |                 Proton number
      N      |                Neutron number
      A      |                   Mass number
      BE     |     MeV        Binding energy
      Rn     |     fm        The root mean-square radii of neutron
      Rp     |     fm        The root mean-square radii of proton
      Rt     |     fm  The root mean-square radii of total mass distribution
     beta    |                 Deformation parameter
    gamma    |     Degree       Triaxiality
     S1n     |     MeV      One-neutron separation energy
     S2n     |     MeV      two-neutron separation energy
-------------------------------------------------------------------
 
 
 -------------------------------------------------------------------------------------------------------------------
 
  Z=  26   Fe
 
 -------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
   28   49   77      635.520        4.263        3.928         4.14         0.07         38.6        4.830        9.240
   28   50   78      639.180        4.291        3.938         4.17         0.07         57.9        3.660        8.490
   28   51   79      642.290        4.331        3.945         4.20         0.07         46.7        3.110        6.770
   28   52   80      644.600        4.375        3.955         4.23         0.09         37.5        2.310        5.420
   28   53   81      647.180        4.414        3.961         4.26         0.08         36.3        2.580        4.890
   28   54   82      648.580        4.458        3.972         4.30         0.08         40.5        1.400        3.980
   28   55   83      651.330        4.504        3.980         4.33         0.09         49.3        2.750        4.150
   28   56   84      652.910        4.551        3.990         4.37         0.10         59.8        1.580        4.330
   28   57   85      653.040        4.593        4.014         4.41         0.12         58.8        0.130        1.710
   28   58   86      653.000        4.632        4.041         4.45         0.14         59.3       -0.040        0.090
   28   59   87      654.580        4.667        4.042         4.48         0.12         55.3        1.580        1.540
   28   60   88      655.390        4.705        4.043         4.51         0.11         48.8        0.810        2.390
   28   61   89      655.540        4.737        4.055         4.53         0.11         54.7        0.150        0.960
   28   62   90      657.200        4.777        4.057         4.57         0.10         59.9        1.660        1.810
   28   63   91      658.260        4.835        4.060         4.61         0.08         56.8        1.060        2.720
   28   64   92      657.740        4.862        4.079         4.64         0.08         55.7       -0.520        0.540
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  29   Cu
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   29   40   69      603.210        4.037        3.853         3.96         0.01         59.6                          
   29   41   70      608.840        4.063        3.866         3.98         0.02          5.2        5.630             
   29   42   71      614.900        4.089        3.876         4.00         0.05          4.7        6.060       11.690
   29   43   72      621.030        4.120        3.891         4.03         0.07          4.1        6.130       12.190
   29   44   73      627.040        4.148        3.906         4.05         0.09          0.8        6.010       12.140
   29   45   74      632.180        4.180        3.926         4.08         0.10          0.5        5.140       11.150
   29   46   75      638.270        4.200        3.931         4.10         0.10          1.4        6.090       11.230
   29   47   76      643.500        4.217        3.936         4.11         0.09          3.8        5.230       11.320
   29   48   77      647.860        4.237        3.944         4.13         0.08         10.2        4.360        9.590
   29   49   78      651.180        4.259        3.951         4.15         0.07         29.0        3.320        7.680
   29   50   79      655.730        4.283        3.958         4.17         0.07         56.0        4.550        7.870
   29   51   80      659.030        4.321        3.968         4.20         0.07         41.1        3.300        7.850
   29   52   81      662.840        4.356        3.975         4.22         0.08         29.0        3.810        7.110
   29   53   82      665.610        4.398        3.984         4.26         0.09         28.8        2.770        6.580
   29   54   83      668.290        4.436        3.991         4.29         0.08         32.5        2.680        5.450
   29   55   84      670.600        4.480        4.000         4.32         0.09         44.7        2.310        4.990
   29   56   85      672.180        4.528        4.012         4.36         0.10         56.1        1.580        3.890
   29   57   86      672.740        4.566        4.034         4.39         0.11         56.7        0.560        2.140
   29   58   87      672.840        4.608        4.066         4.43         0.14         57.9        0.100        0.660
   29   59   88      673.850        4.640        4.067         4.46         0.12         55.0        1.010        1.110
   29   60   89      676.480        4.674        4.065         4.48         0.11         44.4        2.630        3.640
   29   61   90      677.590        4.706        4.074         4.51         0.10         52.8        1.110        3.740
   29   62   91      678.490        4.741        4.080         4.54         0.10         58.2        0.900        2.010
   29   63   92      678.960        4.780        4.090         4.57         0.09         55.3        0.470        1.370
   29   64   93      678.110        4.802        4.111         4.60         0.09         59.7       -0.850       -0.380
   29   65   94      679.580        4.847        4.111         4.63         0.07         59.5        1.470        0.620
   29   66   95      680.260        4.889        4.113         4.67         0.05         58.3        0.680        2.150
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  30   Zn
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   30   40   70      612.400        4.040        3.885         3.97         0.00          0.9                          
   30   41   71      618.890        4.064        3.894         3.99         0.02         26.8        6.490             
   30   42   72      625.660        4.089        3.905         4.01         0.04          2.5        6.770       13.260
   30   43   73      632.530        4.120        3.919         4.04         0.06          3.6        6.870       13.640
   30   44   74      639.140        4.154        3.941         4.07         0.09          1.3        6.610       13.480
   30   45   75      645.850        4.180        3.954         4.09         0.10          1.2        6.710       13.320
   30   46   76      651.920        4.204        3.966         4.11         0.11          1.7        6.070       12.780
   30   47   77      657.570        4.221        3.971         4.12         0.10          3.2        5.650       11.720
   30   48   78      662.490        4.238        3.974         4.14         0.09          6.6        4.920       10.570
   30   49   79      667.200        4.253        3.974         4.15         0.06         28.3        4.710        9.630
   30   50   80      672.080        4.276        3.982         4.17         0.06         53.8        4.880        9.590
   30   51   81      677.570        4.308        3.985         4.19         0.06         41.3        5.490       10.370
   30   52   82      678.890        4.351        4.003         4.23         0.08         26.9        1.320        6.810
   30   53   83      682.360        4.389        4.012         4.26         0.09         27.0        3.470        4.790
   30   54   84      684.670        4.424        4.018         4.28         0.08         31.4        2.310        5.780
   30   55   85      687.730        4.466        4.028         4.32         0.08         44.4        3.060        5.370
   30   56   86      689.290        4.512        4.042         4.35         0.10         52.5        1.560        4.620
   30   57   87      690.770        4.549        4.062         4.39         0.11         56.9        1.480        3.040
   30   58   88      691.700        4.591        4.093         4.43         0.13         56.9        0.930        2.410
   30   59   89      693.590        4.619        4.093         4.45         0.12         55.8        1.890        2.820
   30   60   90      695.520        4.651        4.093         4.47         0.11         45.5        1.930        3.820
   30   61   91      698.610        4.682        4.098         4.50         0.10         54.2        3.090        5.020
   30   62   92      698.160        4.716        4.106         4.53         0.10         59.0       -0.450        2.640
   30   63   93      698.440        4.748        4.120         4.55         0.09         56.6        0.280       -0.170
   30   64   94      698.460        4.771        4.139         4.58         0.09         57.0        0.020        0.300
   30   65   95      700.170        4.816        4.140         4.61         0.07         57.7        1.710        1.730
   30   66   96      700.930        4.855        4.144         4.64         0.05         57.1        0.760        2.470
   30   67   97      702.020        4.875        4.151         4.66         0.04         58.0        1.090        1.850
   30   68   98      700.930        4.895        4.169         4.68         0.03         57.5       -1.090             
   30   69   99      700.330        4.913        4.182         4.70         0.02         36.9       -0.600       -1.690
   30   70  100      702.430        4.932        4.192         4.72         0.00         55.3        2.100        1.500
   30   71  101      702.060        5.017        4.196         4.79         0.02          9.0       -0.370        1.730
   30   72  102      701.210        5.007        4.214         4.79         0.05          1.6       -0.850       -1.220
   30   73  103      702.750        5.041        4.234         4.82         0.07          3.0        1.540        0.690
   30   74  104      701.700        5.078        4.251         4.85         0.09          4.0       -1.050        0.490
   30   75  105      701.720        5.180        4.263         4.93         0.10          5.6        0.020       -1.030
   30   76  106      702.070        5.199        4.272         4.95         0.11          9.1        0.350        0.370
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  31   Ga
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   31   40   71      622.240        4.041        3.911         3.98         0.00         57.6                          
   31   41   72      629.190        4.065        3.920         4.00         0.02         15.8        6.950             
   31   42   73      636.450        4.090        3.931         4.02         0.03          3.4        7.260       14.210
   31   43   74      643.920        4.122        3.949         4.05         0.07          4.9        7.470       14.730
   31   44   75      651.160        4.152        3.964         4.07         0.09          1.3        7.240       14.710
   31   45   76      658.300        4.177        3.975         4.10         0.10          1.9        7.140       14.380
   31   46   77      665.010        4.201        3.987         4.12         0.10          2.8        6.710       13.850
   31   47   78      672.340        4.221        3.993         4.13         0.10          4.5        7.330       14.040
   31   48   79      676.630        4.237        3.999         4.14         0.09          8.7        4.290       11.620
   31   49   80      682.380        4.252        4.000         4.16         0.06         30.0        5.750       10.040
   31   50   81      688.290        4.270        4.005         4.17         0.06         57.0        5.910       11.660
   31   51   82      691.940        4.308        4.018         4.20         0.07         43.9        3.650        9.560
   31   52   83      694.220        4.344        4.029         4.23         0.08         30.6        2.280        5.930
   31   53   84      698.830        4.384        4.040         4.26         0.09         27.0        4.610        6.890
   31   54   85      702.090        4.415        4.046         4.28         0.08         28.8        3.260        7.870
   31   55   86      706.380        4.454        4.053         4.31         0.09         44.6        4.290        7.550
   31   56   87      707.220        4.500        4.074         4.35         0.11         47.2        0.840        5.130
   31   57   88      709.300        4.538        4.093         4.39         0.12         53.8        2.080        2.920
   31   58   89      710.270        4.576        4.119         4.42         0.13         58.6        0.970        3.050
   31   59   90      712.700        4.603        4.119         4.44         0.12         55.4        2.430        3.400
   31   60   91      715.030        4.633        4.124         4.47         0.11         46.7        2.330        4.760
   31   61   92      717.070        4.664        4.129         4.49         0.11         52.8        2.040        4.370
   31   62   93      720.500        4.695        4.135         4.52         0.10         56.0        3.430        5.470
   31   63   94      720.440        4.723        4.148         4.54         0.10         56.7       -0.060        3.370
   31   64   95      719.450        4.750        4.170         4.57         0.10         58.3       -0.990       -1.050
   31   65   96      721.380        4.791        4.168         4.60         0.07         58.6        1.930        0.940
   31   66   97      723.290        4.825        4.170         4.63         0.06         56.8        1.910        3.840
   31   67   98      724.700        4.846        4.178         4.64         0.05         58.3        1.410        3.320
   31   68   99      724.590        4.866        4.190         4.66         0.04         57.5       -0.110        1.300
   31   69  100      725.000        4.884        4.198         4.68         0.01         45.6        0.410        0.300
   31   70  101      724.870        4.905        4.212         4.70         0.00         44.7       -0.130        0.280
   31   71  102      723.310        4.948        4.228         4.74         0.02          4.3       -1.560       -1.690
   31   72  103      724.480        4.962        4.244         4.76         0.04          0.7        1.170       -0.390
   31   73  104      725.600        4.991        4.256         4.78         0.06          3.7        1.120        2.290
   31   74  105      726.370        5.025        4.270         4.82         0.08          5.3        0.770        1.890
   31   75  106      727.170        5.064        4.286         4.85         0.10          6.8        0.800        1.570
   31   76  107      727.550        5.097        4.302         4.88         0.11          9.1        0.380        1.180
   31   77  108      726.540        5.133        4.314         4.91         0.11         13.2       -1.010       -0.630
   31   78  109      727.880        5.188        4.319         4.96         0.12         17.9        1.340        0.330
   31   79  110      725.300        5.222        4.330         4.99         0.12         23.4       -2.580       -1.240
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  32   Ge
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   32   40   72      631.080        4.046        3.942         4.00         0.01         59.6                          
   32   41   73      639.840        4.069        3.947         4.02         0.02          8.5        8.760             
   32   42   74      647.250        4.095        3.960         4.04         0.04          7.2        7.410       16.170
   32   43   75      654.700        4.122        3.971         4.06         0.06          3.3        7.450       14.860
   32   44   76      663.060        4.151        3.984         4.08         0.09          0.5        8.360       15.810
   32   45   77      671.180        4.176        3.997         4.10         0.10          0.3        8.120       16.480
   32   46   78      678.580        4.202        4.010         4.12         0.10          0.2        7.400       15.520
   32   47   79      683.980        4.220        4.020         4.14         0.10          1.7        5.400       12.800
   32   48   80      691.180        4.240        4.028         4.16         0.09          9.1        7.200       12.600
   32   49   81      696.040        4.250        4.024         4.16         0.06         28.0        4.860       12.060
   32   50   82      702.460        4.270        4.028         4.18         0.05         55.5        6.420       11.280
   32   51   83      706.560        4.302        4.036         4.20         0.06         40.0        4.100       10.520
   32   52   84      711.690        4.341        4.055         4.23         0.08         30.4        5.130        9.230
   32   53   85      716.450        4.381        4.069         4.27         0.10         27.7        4.760        9.890
   32   54   86      719.420        4.413        4.078         4.29         0.10         28.2        2.970        7.730
   32   55   87      722.980        4.449        4.086         4.32         0.10         40.8        3.560        6.530
   32   56   88      724.920        4.494        4.109         4.36         0.12         44.0        1.940        5.500
   32   57   89      727.920        4.529        4.126         4.39         0.13         51.3        3.000        4.940
   32   58   90      729.170        4.567        4.148         4.42         0.14         59.7        1.250        4.250
   32   59   91      731.570        4.593        4.150         4.44         0.13         54.9        2.400        3.650
   32   60   92      734.160        4.621        4.157         4.47         0.12         45.3        2.590        4.990
   32   61   93      736.920        4.651        4.162         4.49         0.11         51.5        2.760        5.350
   32   62   94      738.920        4.681        4.171         4.51         0.11         53.2        2.000        4.760
   32   63   95      740.130        4.707        4.183         4.54         0.10         55.4        1.210        3.210
   32   64   96      740.180        4.733        4.199         4.56         0.10         57.6        0.050        1.260
   32   65   97      742.510        4.769        4.192         4.59         0.08         57.9        2.330        2.380
   32   66   98      743.490        4.799        4.194         4.61         0.06         57.1        0.980        3.310
   32   67   99      744.240        4.820        4.203         4.63         0.04         56.6        0.750        1.730
   32   68  100      745.550        4.841        4.213         4.65         0.03         57.0        1.310        2.060
   32   69  101      745.910        4.862        4.225         4.67         0.02         54.1        0.360        1.670
   32   70  102      747.510        4.883        4.238         4.69         0.01         58.7        1.600        1.960
   32   71  103      747.440        4.905        4.249         4.71         0.02          1.4       -0.070        1.530
   32   72  104      747.790        4.929        4.262         4.73         0.04          1.7        0.350        0.280
   32   73  105      748.340        4.957        4.279         4.76         0.06          1.5        0.550        0.900
   32   74  106      749.770        4.987        4.297         4.79         0.08          2.7        1.430        1.980
   32   75  107      750.470        5.013        4.311         4.81         0.09          4.9        0.700        2.130
   32   76  108      750.780        5.046        4.325         4.84         0.10          8.5        0.310        1.010
   32   77  109      750.970        5.078        4.337         4.87         0.11         13.0        0.190        0.500
   32   78  110      750.800        5.128        4.342         4.91         0.11         18.8       -0.170        0.020
   32   79  111      752.220        5.157        4.350         4.94         0.11         25.6        1.420        1.250
   32   80  112      750.850        5.200        4.356         4.97         0.11         33.7       -1.370        0.050
   32   81  113      751.250        5.244        4.361         5.01         0.11         49.1        0.400       -0.970
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  33   As
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   33   40   73      636.700        4.054        3.981         4.02         0.00         53.6                          
   33   41   74      648.100        4.075        3.978         4.03         0.02         11.9       11.400             
   33   42   75      655.720        4.101        3.991         4.05         0.04          1.6        7.620       19.020
   33   43   76      664.290        4.129        4.004         4.07         0.07          2.1        8.570       16.190
   33   44   77      673.480        4.155        4.014         4.09         0.09          3.8        9.190       17.760
   33   45   78      682.510        4.179        4.024         4.11         0.10          2.5        9.030       18.220
   33   46   79      689.600        4.202        4.035         4.13         0.10          2.5        7.090       16.120
   33   47   80      697.190        4.221        4.043         4.15         0.10          0.4        7.590       14.680
   33   48   81      703.630        4.240        4.050         4.16         0.09          4.9        6.440       14.030
   33   49   82      709.250        4.250        4.049         4.17         0.06         23.7        5.620       12.060
   33   50   83      716.130        4.269        4.053         4.18         0.04         54.6        6.880       12.500
   33   51   84      719.120        4.303        4.069         4.21         0.05         35.9        2.990        9.870
   33   52   85      726.550        4.336        4.075         4.24         0.07         28.9        7.430       10.420
   33   53   86      731.200        4.376        4.093         4.27         0.10         25.6        4.650       12.080
   33   54   87      735.070        4.411        4.107         4.30         0.11         26.0        3.870        8.520
   33   55   88      739.290        4.443        4.112         4.32         0.10         39.0        4.220        8.090
   33   56   89      741.420        4.488        4.139         4.36         0.12         42.6        2.130        6.350
   33   57   90      743.830        4.524        4.158         4.39         0.13         49.3        2.410        4.540
   33   58   91      747.390        4.559        4.175         4.42         0.14         59.8        3.560        5.970
   33   59   92      750.130        4.583        4.176         4.44         0.13         53.6        2.740        6.300
   33   60   93      752.980        4.611        4.186         4.47         0.13         46.2        2.850        5.590
   33   61   94      756.170        4.639        4.189         4.49         0.11         50.7        3.190        6.040
   33   62   95      758.150        4.667        4.198         4.51         0.11         50.9        1.980        5.170
   33   63   96      758.560        4.692        4.210         4.53         0.11         53.3        0.410        2.390
   33   64   97      760.900        4.718        4.222         4.55         0.10         55.9        2.340        2.750
   33   65   98      762.780        4.751        4.220         4.58         0.08         57.3        1.880        4.220
   33   66   99      763.320        4.778        4.223         4.60         0.06         54.1        0.540        2.420
   33   67  100      764.300        4.798        4.230         4.62         0.05         52.7        0.980        1.520
   33   68  101      765.510        4.820        4.240         4.64         0.03         56.6        1.210        2.190
   33   69  102      767.650        4.842        4.249         4.66         0.01         51.7        2.140        3.350
   33   70  103      769.140        4.863        4.263         4.68         0.00         58.1        1.490        3.630
   33   71  104      769.450        4.882        4.274         4.70         0.02         15.9        0.310        1.800
   33   72  105      770.780        4.905        4.287         4.72         0.03          5.4        1.330        1.640
   33   73  106      768.730        4.931        4.306         4.74         0.05          0.6       -2.050       -0.720
   33   74  107      773.750        4.958        4.319         4.77         0.08          1.0        5.020        2.970
   33   75  108      774.220        4.983        4.334         4.79         0.09          2.6        0.470        5.490
   33   76  109      774.910        5.008        4.347         4.82         0.10          4.8        0.690        1.160
   33   77  110      775.690        5.033        4.358         4.84         0.10         10.1        0.780        1.470
   33   78  111      776.020        5.076        4.366         4.88         0.11         16.1        0.330        1.110
   33   79  112      776.230        5.107        4.375         4.90         0.11         24.5        0.210        0.540
   33   80  113      775.370        5.150        4.382         4.94         0.11         33.4       -0.860       -0.650
   33   81  114      775.750        5.188        4.388         4.97         0.11         48.9        0.380       -0.480
   33   82  115      776.050        5.224        4.396         5.00         0.11         58.2        0.300        0.680
   33   83  116      775.850        5.261        4.401         5.03         0.11         52.1       -0.200        0.100
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  34   Se
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   34   40   74      644.790        4.060        4.012         4.04         0.00          5.8                          
   34   41   75      652.500        4.083        4.020         4.05         0.02         20.6        7.710             
   34   42   76      664.080        4.107        4.022         4.07         0.05          0.2       11.580       19.290
   34   43   77      673.890        4.133        4.033         4.09         0.07          3.1        9.810       21.390
   34   44   78      682.570        4.160        4.043         4.11         0.09          0.6        8.680       18.490
   34   45   79      692.490        4.182        4.049         4.12         0.09          0.5        9.920       18.600
   34   46   80      700.420        4.204        4.058         4.14         0.10          0.8        7.930       17.850
   34   47   81      708.690        4.221        4.064         4.16         0.09          1.4        8.270       16.200
   34   48   82      715.410        4.239        4.070         4.17         0.08          3.0        6.720       14.990
   34   49   83      722.960        4.249        4.069         4.18         0.05         13.3        7.550       14.270
   34   50   84      729.870        4.267        4.075         4.19         0.04         53.9        6.910       14.460
   34   51   85      735.500        4.300        4.087         4.22         0.05         30.0        5.630       12.540
   34   52   86      740.720        4.335        4.097         4.24         0.07         20.6        5.220       10.850
   34   53   87      745.290        4.371        4.110         4.27         0.09         20.7        4.570        9.790
   34   54   88      749.570        4.405        4.125         4.30         0.10         21.6        4.280        8.850
   34   55   89      752.700        4.444        4.143         4.33         0.11         37.8        3.130        7.410
   34   56   90      755.590        4.484        4.171         4.37         0.13         41.6        2.890        6.020
   34   57   91      759.950        4.516        4.183         4.39         0.13         51.3        4.360        7.250
   34   58   92      761.800        4.554        4.207         4.43         0.15         59.8        1.850        6.210
