 =======================================================================================================================
 Table: Nuclear properties of UNEDF1 model for B=4x10^17 G predicted by Skyrme3D code
 Authors: Wei jiang, Yan-jun Chen and Yu Guo
 Article: Symmetry energy effects on the outer crusts of non-accreting magnetars.   doi:???
 =======================================================================================================================
 
 --------------------------------------------------------------------------------------------------------------------
 Note:
 This is a highly detailed table predicting the properties of        3215 nuclides (Z = 26~124, N/A = 0.53~0.73)
 within the neutron drip line, including superheavy nuclei.
 --------------------------------------------------------------------------------------------------------------------
 
-------------------------------------------------------------------
         Table: Explanation of Symbols       
-------------------------------------------------------------------
 Symbol      |     unit          Description          
-------------------------------------------------------------------
      Z      |                 Proton number
      N      |                Neutron number
      A      |                   Mass number
      BE     |     MeV        Binding energy
      Rn     |     fm        The root mean-square radii of neutron
      Rp     |     fm        The root mean-square radii of proton
      Rt     |     fm  The root mean-square radii of total mass distribution
     beta    |                 Deformation parameter
    gamma    |     Degree       Triaxiality
     S1n     |     MeV      One-neutron separation energy
     S2n     |     MeV      two-neutron separation energy
-------------------------------------------------------------------
 
 
 -------------------------------------------------------------------------------------------------------------------
 
  Z=  26   Fe
 
 -------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 -------------------------------------------------------------------------------------------------------------------
   26   30   56      499.815        3.700        3.700         3.71         0.10          2.8                          
   26   31   57      506.400        3.800        3.700         3.72         0.03         26.4        6.585             
   26   32   58      515.625        3.800        3.700         3.76         0.10         28.9        9.225       15.810
   26   33   59      526.655        3.900        3.700         3.78         0.07         13.3       11.030       20.255
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  27   Co
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   27   30   57      505.605        3.700        3.700         3.73         0.10          0.8                          
   27   31   58      515.460        3.800        3.700         3.74         0.04         20.8        9.855             
   27   32   59      523.155        3.800        3.700         3.78         0.09         26.2        7.695       17.550
   27   33   60      534.490        3.900        3.700         3.79         0.08         16.4       11.335       19.030
   27   34   61      540.400        3.900        3.800         3.84         0.11         59.0        5.910       17.245
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  28   Ni
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   28   30   58      512.710        3.700        3.700         3.74         0.07         31.6                          
   28   31   59      526.405        3.800        3.700         3.75         0.01         31.8       13.695             
   28   32   60      531.850        3.800        3.800         3.78         0.06         35.4        5.445       19.140
   28   33   61      537.580        3.900        3.800         3.82         0.05         52.6        5.730       11.175
   28   34   62      552.510        3.900        3.800         3.84         0.08         51.6       14.930       20.660
   28   35   63      552.100        3.900        3.800         3.87         0.05         30.8       -0.410       14.520
   28   36   64      560.460        4.000        3.800         3.90         0.06         39.5        8.360        7.950
   28   37   65      574.515        4.000        3.800         3.91         0.07         46.8       14.055       22.415
   28   38   66      589.200        4.000        3.800         3.93         0.05         58.8       14.685       28.740
   28   39   67      589.860        4.000        3.800         3.95         0.03         13.2        0.660       15.345
   28   50   78      644.865        4.300        3.900         4.20         0.03         52.2                          
   28   51   79      651.725        4.400        4.000         4.26         0.07         23.9        6.860             
   28   52   80      655.210        4.500        4.000         4.28         0.07         41.9        3.485       10.345
   28   53   81      658.990        4.500        4.000         4.33         0.06         41.3        3.780        7.265
   28   54   82      659.740        4.500        4.000         4.35         0.06         51.9        0.750        4.530
   28   55   83      664.060        4.600        4.000         4.38         0.04         58.5        4.320        5.070
   28   56   84      664.085        4.600        4.000         4.41         0.06         43.6        0.025        4.345
   28   57   85      664.420        4.700        4.000         4.45         0.03         35.7        0.335        0.360
   28   58   86      667.775        4.700        4.000         4.49         0.09         58.8        3.355        3.690
   28   59   87      669.350        4.800        4.000         4.54         0.03         45.0        1.575        4.930
   28   60   88      669.995        4.800        4.000         4.57         0.05         52.9        0.645        2.220
   28   61   89      670.640        4.900        4.000         4.63         0.02         41.6        0.645        1.290
   28   62   90      673.945        4.900        4.000         4.66         0.05         57.8        3.305        3.950
   28   63   91      671.885        5.000        4.000         4.72         0.04         54.9       -2.060        1.245
   28   64   92      674.925        5.000        4.000         4.74         0.05         57.4        3.040        0.980
   28   65   93      675.550        5.000        4.100         4.77         0.03         45.6        0.625        3.665
   28   66   94      672.435        5.100        4.100         4.79         0.04         57.5       -3.115       -2.490
   28   67   95      676.005        5.100        4.100         4.85         0.02         23.9        3.570        0.455
   28   68   96      676.850        5.100        4.100         4.84         0.03         36.1        0.845        4.415
   28   69   97      678.315        5.400        4.100         5.06         0.03         28.3        1.465        2.310
   28   70   98      675.830        5.300        4.100         4.97         0.00         44.1       -2.485       -1.020
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  29   Cu
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   29   50   79      665.645        4.300        4.000         4.20         0.03         57.0                          
   29   51   80      666.660        4.400        4.000         4.25         0.06         30.4        1.015             
   29   52   81      672.765        4.400        4.000         4.27         0.07         42.8        6.105        7.120
   29   53   82      675.650        4.500        4.000         4.32         0.05         44.8        2.885        8.990
   29   54   83      678.470        4.500        4.000         4.34         0.06         51.7        2.820        5.705
   29   55   84      681.580        4.500        4.000         4.37         0.04         58.0        3.110        5.930
   29   56   85      684.405        4.600        4.000         4.40         0.05         49.0        2.825        5.935
   29   57   86      686.180        4.600        4.000         4.44         0.04         49.4        1.775        4.600
   29   58   87      685.180        4.700        4.000         4.47         0.08         55.1       -1.000        0.775
   29   59   88      690.910        4.700        4.000         4.51         0.03         49.6        5.730        4.730
   29   60   89      691.770        4.800        4.000         4.55         0.05         43.2        0.860        6.590
   29   61   90      692.385        4.800        4.000         4.57         0.05         58.2        0.615        1.475
   29   62   91      689.105        4.800        4.100         4.61         0.07         58.0       -3.280       -2.665
   29   63   92      689.770        4.900        4.100         4.66         0.03         51.6        0.665       -2.615
   29   64   93      693.400        4.900        4.100         4.69         0.05         52.5        3.630        4.295
   29   65   94      696.160        5.000        4.100         4.73         0.03         58.8        2.760        6.390
   29   66   95      693.365        5.000        4.100         4.76         0.04         59.3       -2.795       -0.035
   29   67   96      696.735        5.000        4.100         4.75         0.02         44.4        3.370        0.575
   29   68   97      695.860        5.000        4.100         4.79         0.02         41.0       -0.875        2.495
   29   69   98      696.510        5.100        4.100         4.86         0.02         10.4        0.650       -0.225
   29   70   99      698.275        5.100        4.200         4.85         0.01          4.6        1.765        2.415
   29   71  100      698.435        5.300        4.200         5.01         0.01         17.4        0.160        1.925
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  30   Zn
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   30   50   80      677.715        4.300        4.000         4.20         0.02         51.0                          
   30   51   81      686.125        4.400        4.000         4.25         0.05         30.3        8.410             
   30   52   82      692.995        4.400        4.000         4.27         0.07         43.9        6.870       15.280
   30   53   83      690.970        4.500        4.000         4.31         0.04         42.9       -2.025        4.845
   30   54   84      694.715        4.500        4.000         4.33         0.05         52.9        3.745        1.720
   30   55   85      700.300        4.500        4.000         4.36         0.03         56.4        5.585        9.330
   30   56   86      703.280        4.600        4.000         4.39         0.04         50.0        2.980        8.565
   30   57   87      705.955        4.600        4.000         4.42         0.05         51.8        2.675        5.655
   30   58   88      706.590        4.700        4.100         4.46         0.09         47.5        0.635        3.310
   30   59   89      708.110        4.700        4.000         4.49         0.03         38.3        1.520        2.155
   30   60   90      710.990        4.700        4.100         4.52         0.05         50.0        2.880        4.400
   30   61   91      713.570        4.800        4.100         4.55         0.04         56.0        2.580        5.460
   30   62   92      711.145        4.800        4.100         4.59         0.07         57.3       -2.425        0.155
   30   63   93      714.360        4.900        4.100         4.62         0.04         48.7        3.215        0.790
   30   64   94      714.345        4.900        4.100         4.65         0.05         50.3       -0.015        3.200
   30   65   95      714.160        4.900        4.100         4.68         0.02         52.8       -0.185       -0.200
   30   66   96      716.105        5.000        4.100         4.71         0.04         59.0        1.945        1.760
   30   67   97      718.850        5.000        4.100         4.73         0.01         38.4        2.745        4.690
   30   68   98      715.635        5.000        4.200         4.75         0.02         40.6       -3.215       -0.470
   30   69   99      718.205        5.000        4.200         4.78         0.01          1.3        2.570       -0.645
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  31   Ga
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   31   40   71      628.770        4.100        3.900         4.00         0.01         56.1                          
   31   41   72      635.055        4.100        3.900         4.02         0.03         54.2        6.285             
   31   42   73      647.675        4.100        3.900         4.04         0.03         51.9       12.620       18.905
   31   43   74      654.740        4.100        3.900         4.06         0.04          5.3        7.065       19.685
   31   44   75      662.955        4.200        4.000         4.08         0.05          2.7        8.215       15.280
   31   45   76      669.305        4.200        4.000         4.10         0.06          1.0        6.350       14.565
   31   46   77      674.640        4.200        4.000         4.13         0.07          4.4        5.335       11.685
   31   47   78      682.110        4.200        4.000         4.14         0.05          2.7        7.470       12.805
   31   48   79      686.395        4.300        4.000         4.16         0.05         11.0        4.285       11.755
   31   49   80      693.355        4.300        4.000         4.18         0.01         30.8        6.960       11.245
   31   50   81      697.420        4.300        4.000         4.20         0.02         51.4        4.065       11.025
   31   51   82      702.010        4.400        4.000         4.24         0.05         32.0        4.590        8.655
   31   52   83      707.750        4.400        4.000         4.26         0.05         41.0        5.740       10.330
   31   53   84      712.010        4.500        4.000         4.30         0.04         44.9        4.260       10.000
   31   54   85      714.565        4.500        4.000         4.32         0.05         53.7        2.555        6.815
   31   55   86      719.840        4.500        4.000         4.35         0.03         54.1        5.275        7.830
   31   56   87      723.230        4.500        4.000         4.38         0.04         48.7        3.390        8.665
   31   57   88      718.855        4.600        4.100         4.41         0.06         49.3       -4.375       -0.985
   31   58   89      724.315        4.600        4.100         4.45         0.10         47.8        5.460        1.085
   31   59   90      730.400        4.700        4.100         4.47         0.04         51.2        6.085       11.545
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  32   Ge
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   32   40   72      640.920        4.100        3.900         4.01         0.02         59.4                          
   32   41   73      648.310        4.100        4.000         4.03         0.05         59.6        7.390             
   32   42   74      658.185        4.100        4.000         4.05         0.04         50.5        9.875       17.265
   32   43   75      664.190        4.200        4.000         4.07         0.06          4.7        6.005       15.880
   32   44   76      672.675        4.200        4.000         4.09         0.07          5.0        8.485       14.490
   32   45   77      681.180        4.200        4.000         4.11         0.06          0.4        8.505       16.990
   32   46   78      686.330        4.200        4.000         4.14         0.08          6.3        5.150       13.655
   32   47   79      693.675        4.200        4.000         4.15         0.06          5.8        7.345       12.495
   32   48   80      699.505        4.300        4.000         4.17         0.06         13.2        5.830       13.175
   32   49   81      708.010        4.300        4.000         4.18         0.01         38.9        8.505       14.335
   32   50   82      711.235        4.300        4.000         4.20         0.03         57.3        3.225       11.730
   32   51   83      716.345        4.400        4.000         4.24         0.06         31.9        5.110        8.335
   32   52   84      722.380        4.400        4.000         4.26         0.06         42.4        6.035       11.145
   32   53   85      725.870        4.400        4.000         4.30         0.05         47.6        3.490        9.525
   32   54   86      729.870        4.500        4.100         4.32         0.05         53.6        4.000        7.490
   32   55   87      734.500        4.500        4.100         4.35         0.04         54.8        4.630        8.630
   32   56   88      737.640        4.500        4.100         4.38         0.05         50.1        3.140        7.770
   32   57   89      739.805        4.600        4.100         4.40         0.06         47.9        2.165        5.305
   32   58   90      737.625        4.600        4.100         4.44         0.09         51.0       -2.180       -0.015
   32   59   91      745.005        4.700        4.100         4.47         0.06         56.0        7.380        5.200
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  33   As
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   33   40   73      650.300        4.100        4.000         4.02         0.02         59.1                          
   33   41   74      652.130        4.100        4.000         4.05         0.05         58.4        1.830             
   33   42   75      661.980        4.100        4.000         4.06         0.04         57.6        9.850       11.680
   33   43   76      674.415        4.200        4.000         4.08         0.07          3.2       12.435       22.285
   33   44   77      683.605        4.200        4.000         4.11         0.08          3.6        9.190       21.625
   33   45   78      691.410        4.200        4.000         4.12         0.08          3.4        7.805       16.995
   33   46   79      696.550        4.200        4.000         4.15         0.09          4.0        5.140       12.945
   33   47   80      708.595        4.200        4.000         4.16         0.07          4.1       12.045       17.185
   33   48   81      713.220        4.300        4.000         4.17         0.07         10.4        4.625       16.670
   33   49   82      713.720        4.300        4.000         4.19         0.01         14.1        0.500        5.125
   33   50   83      727.480        4.300        4.000         4.20         0.03         58.5       13.760       14.260
   33   51   84      731.430        4.400        4.100         4.24         0.05         29.3        3.950       17.710
   33   52   85      737.820        4.400        4.100         4.26         0.06         40.7        6.390       10.340
   33   53   86      741.425        4.400        4.100         4.29         0.05         44.3        3.605        9.995
   33   54   87      744.205        4.500        4.100         4.32         0.05         48.9        2.780        6.385
   33   55   88      748.780        4.500        4.100         4.34         0.04         53.4        4.575        7.355
   33   56   89      756.330        4.500        4.100         4.37         0.05         50.8        7.550       12.125
   33   57   90      753.620        4.600        4.100         4.40         0.07         46.8       -2.710        4.840
   33   58   91      756.525        4.600        4.200         4.44         0.10         47.8        2.905        0.195
   33   59   92      754.985        4.600        4.200         4.47         0.09         51.5       -1.540        1.365
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  34   Se
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   34   40   74      652.300        4.100        4.000         4.04         0.02         59.6                          
   34   41   75      665.035        4.100        4.000         4.06         0.06         57.2       12.735             
   34   42   76      670.365        4.100        4.000         4.07         0.04         56.6        5.330       18.065
   34   43   77      674.620        4.200        4.000         4.11         0.10          0.8        4.255        9.585
   34   44   78      692.855        4.200        4.000         4.12         0.09          1.3       18.235       22.490
   34   45   79      699.770        4.200        4.000         4.14         0.10          1.2        6.915       25.150
   34   46   80      702.935        4.200        4.100         4.16         0.10          1.7        3.165       10.080
   34   47   81      715.555        4.200        4.100         4.17         0.08          1.7       12.620       15.785
   34   48   82      720.930        4.300        4.100         4.19         0.07          8.8        5.375       17.995
   34   49   83      728.720        4.300        4.100         4.19         0.01         18.3        7.790       13.165
   34   50   84      732.845        4.300        4.100         4.21         0.03         56.4        4.125       11.915
   34   51   85      740.165        4.300        4.100         4.25         0.06         29.0        7.320       11.445
   34   52   86      744.345        4.400        4.100         4.27         0.06         36.2        4.180       11.500
   34   53   87      748.630        4.400        4.100         4.30         0.05         30.0        4.285        8.465
   34   54   88      759.290        4.500        4.100         4.32         0.05         45.3       10.660       14.945
   34   55   89      761.950        4.500        4.100         4.34         0.04         52.2        2.660       13.320
   34   56   90      762.320        4.500        4.100         4.37         0.05         56.4        0.370        3.030
   34   57   91      766.080        4.500        4.200         4.40         0.07         45.3        3.760        4.130
   34   58   92      771.180        4.600        4.200         4.44         0.11         50.0        5.100        8.860
   34   59   93      771.375        4.600        4.200         4.46         0.09         42.2        0.195        5.295
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  35   Br
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   35   45   80      704.675        4.200        4.100         4.16         0.11          0.5                          
   35   46   81      718.680        4.200        4.100         4.17         0.11          0.7       14.005             
   35   47   82      722.810        4.200        4.100         4.18         0.08          0.4        4.130       18.135
   35   48   83      727.050        4.300        4.100         4.20         0.08          4.8        4.240        8.370
   35   49   84      741.800        4.300        4.100         4.20         0.02         10.5       14.750       18.990
   35   50   85      747.115        4.300        4.100         4.22         0.02         57.3        5.315       20.065
   35   51   86      756.090        4.300        4.100         4.25         0.06         21.7        8.975       14.290
   35   52   87      760.555        4.400        4.100         4.27         0.06         32.5        4.465       13.440
   35   53   88      757.280        4.400        4.100         4.30         0.05         21.3       -3.275        1.190
   35   54   89      774.635        4.400        4.100         4.32         0.06         37.7       17.355       14.080
   35   78  113      836.305        5.100        4.400         4.90         0.10          3.5                          
   35   79  114      836.295        5.200        4.400         4.94         0.12          5.6       -0.010             
   35   80  115      841.995        5.200        4.400         4.96         0.10         15.7        5.700        5.690
   35   81  116      839.260        5.200        4.400         5.01         0.10         55.7       -2.735        2.965
   35   82  117      836.130        5.300        4.400         5.04         0.10         55.4       -3.130       -5.865
   35   83  118      845.290        5.300        4.400         5.06         0.11         42.9        9.160        6.030
   35   84  119      840.585        5.300        4.500         5.09         0.10         48.8       -4.705        4.455
   35   85  120      847.265        5.400        4.500         5.12         0.09         43.1        6.680        1.975
   35   86  121      849.015        5.400        4.500         5.14         0.09         44.7        1.750        8.430
   35   87  122      846.325        5.400        4.500         5.17         0.09         56.5       -2.690       -0.940
   35   88  123      844.235        5.500        4.500         5.19         0.08         55.6       -2.090       -4.780
   35   89  124      846.505        5.500        4.500         5.21         0.07         58.9        2.270        0.180
   35   90  125      849.340        5.500        4.500         5.25         0.08         51.9        2.835        5.105
   35   91  126      847.980        5.600        4.500         5.29         0.07         50.5       -1.360        1.475
   35   92  127      847.650        5.600        4.500         5.33         0.10         52.7       -0.330       -1.690
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  36   Kr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   36   45   81      717.555        4.200        4.100         4.17         0.12          3.0                          
   36   46   82      725.370        4.200        4.100         4.19         0.11          0.8        7.815             
   36   47   83      738.095        4.200        4.100         4.19         0.09          1.4       12.725       20.540
   36   48   84      746.010        4.300        4.100         4.20         0.08          1.0        7.915       20.640
   36   49   85      753.920        4.300        4.100         4.21         0.02          4.0        7.910       15.825
   36   50   86      757.240        4.300        4.100         4.23         0.01         51.2        3.320       11.230
   36   51   87      766.630        4.300        4.100         4.26         0.06         17.3        9.390       12.710
   36   52   88      764.045        4.400        4.200         4.28         0.06         33.5       -2.585        6.805
   36   53   89      779.050        4.400        4.200         4.30         0.05         20.2       15.005       12.420
   36   54   90      786.625        4.400        4.200         4.32         0.05         40.7        7.575       22.580
   36   78  114      858.005        5.100        4.400         4.88         0.10          1.0                          
   36   79  115      857.765        5.100        4.500         4.91         0.11          1.0       -0.240             
   36   80  116      861.880        5.100        4.500         4.93         0.09          6.1        4.115        3.875
   36   81  117      858.260        5.200        4.500         4.97         0.08         45.1       -3.620        0.495
   36   82  118      859.885        5.200        4.500         5.00         0.09         57.5        1.625       -1.995
   36   83  119      861.245        5.300        4.500         5.03         0.10         41.6        1.360        2.985
   36   84  120      864.005        5.300        4.500         5.06         0.10         47.1        2.760        4.120
   36   85  121      865.270        5.300        4.500         5.09         0.09         41.0        1.265        4.025
   36   86  122      866.850        5.300        4.500         5.11         0.09         43.4        1.580        2.845
   36   87  123      871.905        5.400        4.500         5.14         0.07         51.9        5.055        6.635
   36   88  124      871.185        5.400        4.500         5.16         0.08         55.5       -0.720        4.335
   36   89  125      873.790        5.400        4.500         5.18         0.06         54.1        2.605        1.885
   36   90  126      870.995        5.500        4.500         5.22         0.07         49.3       -2.795       -0.190
   36   91  127      871.110        5.500        4.500         5.26         0.06         57.9        0.115       -2.680
   36   92  128      872.270        5.600        4.500         5.29         0.09         52.7        1.160        1.275
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  37   Rb
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   37   45   82      726.505        4.200        4.100         4.18         0.13          3.7                          
