 =======================================================================================================================
 Table: Nuclear properties of UNEDF1 model for B=9x10^14 G predicted by Skyrme3D code
 Authors: Wei jiang, Yan-jun Chen and Yu Guo
 Article: Symmetry energy effects on the outer crusts of non-accreting magnetars.   doi:???
 =======================================================================================================================
 
 --------------------------------------------------------------------------------------------------------------------
 Note:
 This is a highly detailed table predicting the properties of        3271 nuclides (Z = 26~124, N/A = 0.53~0.73)
 within the neutron drip line, including superheavy nuclei.
 --------------------------------------------------------------------------------------------------------------------
 
-------------------------------------------------------------------
         Table: Explanation of Symbols       
-------------------------------------------------------------------
 Symbol      |     unit          Description          
-------------------------------------------------------------------
      Z      |                 Proton number
      N      |                Neutron number
      A      |                   Mass number
      BE     |     MeV        Binding energy
      Rn     |     fm        The root mean-square radii of neutron
      Rp     |     fm        The root mean-square radii of proton
      Rt     |     fm  The root mean-square radii of total mass distribution
     beta    |                 Deformation parameter
    gamma    |     Degree       Triaxiality
     S1n     |     MeV      One-neutron separation energy
     S2n     |     MeV      two-neutron separation energy
-------------------------------------------------------------------
 
 
 -------------------------------------------------------------------------------------------------------------------
 
  Z=  26   Fe
 
 -------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   32   40   72      628.650        4.100        3.900         4.01         0.00         58.7                          
   32   41   73      636.515        4.100        4.000         4.02         0.02         27.1        7.865             
   32   42   74      644.245        4.100        4.000         4.05         0.05         15.6        7.730       15.595
   32   43   75      652.680        4.100        4.000         4.07         0.08          1.2        8.435       16.165
   32   44   76      660.460        4.200        4.000         4.10         0.10          0.2        7.780       16.215
   32   45   77      668.500        4.200        4.000         4.12         0.11          0.2        8.040       15.820
   32   46   78      675.725        4.200        4.000         4.14         0.11          0.3        7.225       15.265
   32   47   79      682.590        4.200        4.000         4.15         0.10          1.2        6.865       14.090
   32   48   80      688.830        4.300        4.000         4.17         0.10          3.4        6.240       13.105
   32   49   81      694.465        4.300        4.000         4.18         0.05         37.7        5.635       11.875
   32   50   82      700.500        4.300        4.000         4.19         0.04         60.0        6.035       11.670
   32   51   83      704.755        4.300        4.000         4.22         0.06         38.6        4.255       10.290
   32   52   84      709.040        4.400        4.000         4.26         0.09         26.1        4.285        8.540
   32   53   85      712.985        4.400        4.100         4.29         0.10         28.4        3.945        8.230
   32   54   86      716.525        4.500        4.100         4.32         0.11         27.1        3.540        7.485
   32   55   87      719.860        4.500        4.100         4.35         0.11         45.2        3.335        6.875
   32   56   88      722.850        4.500        4.100         4.39         0.12         48.6        2.990        6.325
   32   57   89      726.060        4.600        4.100         4.42         0.13         59.8        3.210        6.200
   32   58   90      728.680        4.600        4.200         4.46         0.15         60.0        2.620        5.830
   32   59   91      731.370        4.700        4.100         4.47         0.13         45.9        2.690        5.310
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  33   As
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   33   40   73      636.335        4.100        4.000         4.02         0.00         52.0                          
   33   41   74      644.865        4.100        4.000         4.04         0.02         32.3        8.530             
   33   42   75      653.155        4.100        4.000         4.06         0.05         22.3        8.290       16.820
   33   43   76      662.120        4.200        4.000         4.08         0.07          1.8        8.965       17.255
   33   44   77      670.455        4.200        4.000         4.11         0.10          0.4        8.335       17.300
   33   45   78      679.090        4.200        4.000         4.13         0.10          0.2        8.635       16.970
   33   46   79      686.890        4.200        4.000         4.15         0.11          0.2        7.800       16.435
   33   47   80      694.390        4.200        4.000         4.16         0.10          0.9        7.500       15.300
   33   48   81      701.240        4.300        4.000         4.18         0.09          2.3        6.850       14.350
   33   49   82      707.440        4.300        4.000         4.18         0.04         47.1        6.200       13.050
   33   50   83      713.810        4.300        4.000         4.20         0.03         60.0        6.370       12.570
   33   51   84      718.725        4.300        4.100         4.23         0.06         39.1        4.915       11.285
   33   52   85      723.365        4.400        4.100         4.26         0.08         27.4        4.640        9.555
   33   53   86      727.635        4.400        4.100         4.29         0.09         28.4        4.270        8.910
   33   54   87      731.555        4.500        4.100         4.32         0.11         26.6        3.920        8.190
   33   55   88      735.200        4.500        4.100         4.35         0.11         43.6        3.645        7.565
   33   56   89      738.555        4.500        4.100         4.39         0.13         46.3        3.355        7.000
   33   57   90      742.175        4.600        4.100         4.42         0.13         59.9        3.620        6.975
   33   58   91      745.360        4.600        4.200         4.46         0.15         60.0        3.185        6.805
   33   59   92      748.275        4.600        4.200         4.47         0.14         53.4        2.915        6.100
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  34   Se
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   34   40   74      643.190        4.100        4.000         4.03         0.00         53.1                          
   34   41   75      652.350        4.100        4.000         4.05         0.02         31.0        9.160             
   34   42   76      661.145        4.100        4.000         4.07         0.05         22.4        8.795       17.955
   34   43   77      670.750        4.200        4.000         4.09         0.07          2.5        9.605       18.400
   34   44   78      679.615        4.200        4.000         4.12         0.09          0.6        8.865       18.470
   34   45   79      688.840        4.200        4.000         4.13         0.10          0.3        9.225       18.090
   34   46   80      697.170        4.200        4.100         4.16         0.11          0.2        8.330       17.555
   34   47   81      705.320        4.200        4.100         4.17         0.09          0.7        8.150       16.480
   34   48   82      712.760        4.300        4.100         4.18         0.09          1.7        7.440       15.590
   34   49   83      719.935        4.300        4.100         4.19         0.02         52.5        7.175       14.615
   34   50   84      726.700        4.300        4.100         4.20         0.02         60.0        6.765       13.940
   34   51   85      731.890        4.300        4.100         4.23         0.05         39.2        5.190       11.955
   34   52   86      736.855        4.400        4.100         4.26         0.08         28.4        4.965       10.155
   34   53   87      741.485        4.400        4.100         4.29         0.09         28.5        4.630        9.595
   34   54   88      745.765        4.400        4.100         4.32         0.10         26.2        4.280        8.910
   34   55   89      749.735        4.500        4.100         4.35         0.11         42.7        3.970        8.250
   34   56   90      753.450        4.500        4.200         4.39         0.13         44.9        3.715        7.685
   34   57   91      757.465        4.600        4.200         4.42         0.13         60.0        4.015        7.730
   34   58   92      761.115        4.600        4.200         4.46         0.15         60.0        3.650        7.665
   34   59   93      764.410        4.600        4.200         4.47         0.14         56.0        3.295        6.945
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  35   Br
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   35   45   80      697.780        4.200        4.100         4.14         0.09          0.5                          
   35   46   81      706.670        4.200        4.100         4.16         0.10          0.2        8.890             
   35   47   82      715.420        4.200        4.100         4.18         0.09          0.7        8.750       17.640
   35   48   83      723.430        4.300        4.100         4.19         0.08          1.3        8.010       16.760
   35   49   84      731.220        4.300        4.100         4.19         0.02         55.6        7.790       15.800
   35   50   85      738.840        4.300        4.100         4.21         0.01         60.0        7.620       15.410
   35   51   86      744.255        4.300        4.100         4.24         0.05         37.7        5.415       13.035
   35   52   87      749.610        4.400        4.100         4.26         0.07         29.0        5.355       10.770
   35   53   88      754.580        4.400        4.100         4.29         0.08         27.8        4.970       10.325
   35   54   89      759.245        4.400        4.100         4.32         0.10         25.5        4.665        9.635
   35   78  113      823.230        5.100        4.400         4.88         0.09          7.6                          
   35   79  114      824.020        5.100        4.400         4.90         0.09         19.0        0.790             
   35   80  115      824.815        5.100        4.400         4.93         0.09         28.1        0.795        1.585
   35   81  116      825.570        5.200        4.400         4.97         0.10         59.9        0.755        1.550
   35   82  117      826.565        5.200        4.400         5.00         0.11         60.0        0.995        1.750
   35   83  118      827.345        5.200        4.500         5.02         0.11         50.9        0.780        1.775
   35   84  119      828.190        5.300        4.500         5.05         0.12         45.8        0.845        1.625
   35   85  120      829.100        5.300        4.500         5.08         0.12         45.0        0.910        1.755
   35   86  121      829.825        5.300        4.500         5.11         0.13         42.9        0.725        1.635
   35   87  122      830.540        5.400        4.500         5.14         0.13         49.7        0.715        1.440
   35   88  123      831.175        5.400        4.500         5.17         0.13         49.6        0.635        1.350
   35   89  124      831.440        5.500        4.500         5.20         0.13         59.9        0.265        0.900
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  36   Kr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   36   45   81      705.955        4.200        4.100         4.15         0.09          0.4                          
   36   46   82      715.350        4.200        4.100         4.17         0.10          0.3        9.395             
   36   47   83      724.760        4.200        4.100         4.18         0.08          0.2        9.410       18.805
   36   48   84      733.310        4.300        4.100         4.20         0.08          1.1        8.550       17.960
   36   49   85      741.965        4.300        4.100         4.20         0.01         56.1        8.655       17.205
   36   50   86      750.130        4.300        4.100         4.22         0.01         60.0        8.165       16.820
   36   51   87      755.890        4.300        4.100         4.24         0.04         37.6        5.760       13.925
   36   52   88      761.540        4.400        4.100         4.27         0.06         29.1        5.650       11.410
   36   53   89      766.900        4.400        4.200         4.29         0.07         27.1        5.360       11.010
   36   54   90      771.925        4.400        4.200         4.32         0.09         25.1        5.025       10.385
   36   78  114      844.305        5.000        4.400         4.86         0.08          5.1                          
   36   79  115      845.560        5.100        4.400         4.88         0.08         15.6        1.255             
   36   80  116      846.585        5.100        4.400         4.90         0.08         23.6        1.025        2.280
   36   81  117      847.485        5.100        4.500         4.93         0.08         59.9        0.900        1.925
   36   82  118      848.555        5.200        4.500         4.95         0.09         60.0        1.070        1.970
   36   83  119      849.500        5.200        4.500         4.98         0.09         47.6        0.945        2.015
   36   84  120      850.410        5.200        4.500         5.01         0.10         43.2        0.910        1.855
   36   85  121      851.580        5.300        4.500         5.05         0.11         43.8        1.170        2.080
   36   86  122      852.385        5.300        4.500         5.08         0.11         41.1        0.805        1.975
   36   87  123      853.320        5.300        4.500         5.10         0.11         49.8        0.935        1.740
   36   88  124      854.060        5.400        4.500         5.14         0.12         48.6        0.740        1.675
   36   89  125      854.530        5.400        4.500         5.16         0.12         59.8        0.470        1.210
   36   90  126      855.115        5.500        4.500         5.20         0.13         59.6        0.585        1.055
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  37   Rb
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   37   45   82      713.415        4.200        4.100         4.16         0.08          0.5                          
   37   46   83      723.290        4.200        4.100         4.18         0.09          0.3        9.875             
   37   47   84      733.290        4.200        4.100         4.19         0.07          0.6       10.000       19.875
   37   48   85      742.430        4.300        4.100         4.21         0.07          0.8        9.140       19.140
   37   49   86      751.960        4.300        4.100         4.21         0.00         56.5        9.530       18.670
   37   50   87      760.570        4.300        4.100         4.23         0.00         60.0        8.610       18.140
   37   51   88      766.705        4.300        4.200         4.25         0.03         36.9        6.135       14.745
   37   52   89      772.675        4.400        4.200         4.27         0.06         29.3        5.970       12.105
   37   53   90      778.485        4.400        4.200         4.30         0.07         26.1        5.810       11.780
   37   54   91      783.875        4.400        4.200         4.33         0.09         24.6        5.390       11.200
   37   78  115      864.815        5.000        4.400         4.85         0.07          4.2                          
   37   79  116      866.530        5.000        4.500         4.86         0.06         13.8        1.715             
   37   80  117      867.985        5.100        4.500         4.88         0.06         18.2        1.455        3.170
   37   81  118      869.340        5.100        4.500         4.90         0.05         59.8        1.355        2.810
   37   82  119      870.560        5.100        4.500         4.92         0.06         60.0        1.220        2.575
   37   83  120      871.570        5.200        4.500         4.95         0.07         45.0        1.010        2.230
   37   84  121      872.525        5.200        4.500         4.98         0.08         38.9        0.955        1.965
   37   85  122      873.710        5.200        4.500         5.02         0.09         41.3        1.185        2.140
   37   86  123      874.635        5.300        4.500         5.05         0.10         38.3        0.925        2.110
   37   87  124      875.655        5.300        4.500         5.08         0.10         48.2        1.020        1.945
   37   88  125      876.740        5.300        4.500         5.11         0.11         47.2        1.085        2.105
   37   89  126      877.395        5.400        4.500         5.13         0.10         59.7        0.655        1.740
   37   90  127      877.980        5.400        4.500         5.17         0.12         59.6        0.585        1.240
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  38   Sr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   38   45   83      720.055        4.200        4.100         4.18         0.08          0.6                          
   38   46   84      730.485        4.200        4.200         4.19         0.09          0.3       10.430             
   38   47   85      741.100        4.200        4.200         4.20         0.07          0.3       10.615       21.045
   38   48   86      750.780        4.300        4.200         4.22         0.06          0.6        9.680       20.295
   38   49   87      761.000        4.300        4.200         4.22         0.00         56.5       10.220       19.900
   38   50   88      770.180        4.300        4.200         4.24         0.00         60.0        9.180       19.400
   38   51   89      776.730        4.300        4.200         4.26         0.03         35.2        6.550       15.730
   38   52   90      782.995        4.400        4.200         4.28         0.05         26.7        6.265       12.815
   38   53   91      789.280        4.400        4.200         4.30         0.06         24.5        6.285       12.550
   38   54   92      794.915        4.400        4.200         4.34         0.09         24.0        5.635       11.920
   38   78  116      884.680        5.000        4.500         4.84         0.07          2.0                          
   38   79  117      886.930        5.000        4.500         4.85         0.05          7.7        2.250             
   38   80  118      888.740        5.000        4.500         4.87         0.05          9.5        1.810        4.060
   38   81  119      890.685        5.100        4.500         4.88         0.03         59.8        1.945        3.755
   38   82  120      892.320        5.100        4.500         4.90         0.04         60.0        1.635        3.580
   38   83  121      893.250        5.100        4.500         4.93         0.05         39.7        0.930        2.565
   38   84  122      894.235        5.200        4.500         4.96         0.07         32.2        0.985        1.915
   38   85  123      895.345        5.200        4.500         4.99         0.07         36.9        1.110        2.095
   38   86  124      896.325        5.200        4.500         5.02         0.09         34.2        0.980        2.090
   38   87  125      897.455        5.300        4.500         5.05         0.09         46.0        1.130        2.110
   38   88  126      898.795        5.300        4.500         5.08         0.09         45.5        1.340        2.470
   38   89  127      899.290        5.300        4.500         5.11         0.09         59.7        0.495        1.835
   38   90  128      900.955        5.400        4.500         5.14         0.11         59.6        1.665        2.160
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  39   Y 
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   39   45   84      726.130        4.200        4.200         4.19         0.07          0.2                          
   39   46   85      737.100        4.200        4.200         4.21         0.09          0.3       10.970             
   39   47   86      748.175        4.200        4.200         4.21         0.06          0.2       11.075       22.045
   39   48   87      758.400        4.300        4.200         4.23         0.06          0.6       10.225       21.300
   39   49   88      769.220        4.300        4.200         4.23         0.00         55.4       10.820       21.045
   39   50   89      778.930        4.300        4.200         4.25         0.00         60.0        9.710       20.530
   39   51   90      785.885        4.300        4.200         4.27         0.03         32.7        6.955       16.665
   39   52   91      792.595        4.400        4.200         4.29         0.05         23.8        6.710       13.665
   39   53   92      799.350        4.400        4.200         4.31         0.06         21.9        6.755       13.465
   39   54   93      805.090        4.400        4.200         4.34         0.09         22.9        5.740       12.495
   39   78  117      903.920        5.000        4.500         4.83         0.07          1.8                          
   39   79  118      906.585        5.000        4.500         4.84         0.05          3.8        2.665             
   39   80  119      908.700        5.000        4.500         4.86         0.05          8.3        2.115        4.780
   39   81  120      911.440        5.000        4.500         4.87         0.01         59.5        2.740        4.855
   39   82  121      913.315        5.100        4.500         4.89         0.02         60.0        1.875        4.615
   39   83  122      914.310        5.100        4.500         4.91         0.03         26.9        0.995        2.870
   39   84  123      915.240        5.100        4.500         4.95         0.06         25.8        0.930        1.925
   39   85  124      916.445        5.200        4.500         4.98         0.07         31.4        1.205        2.135
   39   86  125      917.470        5.200        4.500         5.01         0.08         29.0        1.025        2.230
   39   87  126      918.615        5.200        4.500         5.04         0.08         42.5        1.145        2.170
   39   88  127      920.170        5.300        4.500         5.07         0.09         43.0        1.555        2.700
   39   89  128      920.680        5.300        4.500         5.09         0.09         59.6        0.510        2.065
   39   90  129      921.320        5.300        4.500         5.12         0.09         59.8        0.640        1.150
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  40   Zr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   40   45   85      731.335        4.200        4.200         4.20         0.07          0.3                          
   40   46   86      742.920        4.200        4.200         4.22         0.09          0.1       11.585             
   40   47   87      754.540        4.200        4.200         4.22         0.06          0.2       11.620       23.205
   40   48   88      765.270        4.300        4.200         4.24         0.06          0.4       10.730       22.350
   40   49   89      776.670        4.300        4.200         4.24         0.00         53.1       11.400       22.130
   40   50   90      786.900        4.300        4.200         4.26         0.00         60.0       10.230       21.630
   40   51   91      794.280        4.300        4.200         4.28         0.02         28.4        7.380       17.610
   40   52   92      801.365        4.400        4.200         4.30         0.05         18.2        7.085       14.465
   40   53   93      808.525        4.400        4.200         4.32         0.06         19.0        7.160       14.245
   40   54   94      814.590        4.400        4.200         4.35         0.10         21.4        6.065       13.225
   40   78  118      922.500        5.000        4.500         4.83         0.06          1.2                          
   40   79  119      925.510        5.000        4.500         4.84         0.05          2.9        3.010             
   40   80  120      927.960        5.000        4.500         4.85         0.04          4.1        2.450        5.460
   40   81  121      931.085        5.000        4.500         4.86         0.01         58.8        3.125        5.575
   40   82  122      933.310        5.000        4.500         4.88         0.01         59.9        2.225        5.350
   40   83  123      934.390        5.100        4.500         4.91         0.03         21.6        1.080        3.305
   40   84  124      935.540        5.100        4.500         4.93         0.05         17.1        1.150        2.230
