 =======================================================================================================================
 Table: Nuclear properties of UNEDF1 model for B=8x10^17 G predicted by Skyrme3D code
 Authors: Wei jiang, Yan-jun Chen and Yu Guo
 Article: Symmetry energy effects on the outer crusts of non-accreting magnetars.   doi:???
 =======================================================================================================================
 
 --------------------------------------------------------------------------------------------------------------------
 Note:
 This is a highly detailed table predicting the properties of        3266 nuclides (Z = 26~124, N/A = 0.53~0.73)
 within the neutron drip line, including superheavy nuclei.
 --------------------------------------------------------------------------------------------------------------------
 
-------------------------------------------------------------------
         Table: Explanation of Symbols       
-------------------------------------------------------------------
 Symbol      |     unit          Description          
-------------------------------------------------------------------
      Z      |                 Proton number
      N      |                Neutron number
      A      |                   Mass number
      BE     |     MeV        Binding energy
      Rn     |     fm        The root mean-square radii of neutron
      Rp     |     fm        The root mean-square radii of proton
      Rt     |     fm  The root mean-square radii of total mass distribution
     beta    |                 Deformation parameter
    gamma    |     Degree       Triaxiality
     S1n     |     MeV      One-neutron separation energy
     S2n     |     MeV      two-neutron separation energy
-------------------------------------------------------------------
 
 
 -------------------------------------------------------------------------------------------------------------------
 
  Z=  26   Fe
 
 -------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
   33   45   78      733.360        4.200        4.100         4.18         0.12         26.1       -4.945       11.745
   33   46   79      741.950        4.300        4.100         4.18         0.08         29.8        8.590        3.645
   33   47   80      753.195        4.300        4.100         4.20         0.08         26.2       11.245       19.835
   33   48   81      763.225        4.300        4.100         4.21         0.05          5.2       10.030       21.275
   33   49   82      766.080        4.300        4.100         4.23         0.05         51.3        2.855       12.885
   33   50   83      768.205        4.400        4.100         4.26         0.04         48.1        2.125        4.980
   33   51   84      785.910        4.400        4.100         4.29         0.06         41.2       17.705       19.830
   33   52   85      777.080        4.400        4.100         4.32         0.05         56.3       -8.830        8.875
   33   53   86      779.485        4.500        4.100         4.35         0.04         50.4        2.405       -6.425
   33   54   87      787.340        4.500        4.100         4.37         0.03         52.3        7.855       10.260
   33   55   88      810.155        4.500        4.100         4.38         0.01         59.1       22.815       30.670
   33   56   89      803.530        4.600        4.100         4.41         0.02         59.0       -6.625       16.190
   33   57   90      816.820        4.800        4.100         4.59         0.02         43.6       13.290        6.665
   33   58   91      810.000        4.800        4.200         4.62         0.03         58.3       -6.820        6.470
   33   59   92      821.480        5.100        4.100         4.80         0.03         58.0       11.480        4.660
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  34   Se
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   34   40   74      703.900        4.100        4.000         4.06         0.03         17.3                          
   34   41   75      720.715        4.100        4.000         4.07         0.04         34.4       16.815             
   34   42   76      726.250        4.100        4.000         4.09         0.05         23.2        5.535       22.350
   34   43   77      732.230        4.200        4.100         4.16         0.13         19.3        5.980       11.515
   34   44   78      749.740        4.200        4.100         4.14         0.09         19.2       17.510       23.490
   34   45   79      745.180        4.200        4.100         4.19         0.12         22.6       -4.560       12.950
   34   46   80      761.310        4.200        4.100         4.18         0.07         35.5       16.130       11.570
   34   47   81      755.970        4.300        4.200         4.23         0.09         16.6       -5.340       10.790
   34   48   82      757.890        4.300        4.200         4.24         0.04         18.1        1.920       -3.420
   34   49   83      773.750        4.300        4.200         4.26         0.02         20.3       15.860       17.780
   34   50   84      773.955        4.300        4.200         4.27         0.03         36.9        0.205       16.065
   34   51   85      795.655        4.400        4.100         4.29         0.05          3.6       21.700       21.905
   34   52   86      798.250        4.400        4.100         4.31         0.04         31.5        2.595       24.295
   34   53   87      803.500        4.500        4.100         4.34         0.04         55.0        5.250        7.845
   34   54   88      817.905        4.500        4.100         4.36         0.03         59.1       14.405       19.655
   34   55   89      817.190        4.500        4.200         4.39         0.00         11.2       -0.715       13.690
   34   56   90      826.135        4.500        4.200         4.40         0.01         55.2        8.945        8.230
   34   57   91      815.360        4.800        4.200         4.56         0.02         50.0      -10.775       -1.830
   34   58   92      834.260        4.700        4.200         4.50         0.04         46.4       18.900        8.125
   34   59   93      822.995        5.100        4.200         4.76         0.03         58.4      -11.265        7.635
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  35   Br
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   35   45   80      762.800        4.300        4.100         4.20         0.13         19.2                          
   35   46   81      777.705        4.200        4.100         4.19         0.09         33.0       14.905             
   35   47   82      784.455        4.300        4.100         4.22         0.11         12.2        6.750       21.655
   35   48   83      792.900        4.300        4.100         4.22         0.05         46.4        8.445       15.195
   35   49   84      799.715        4.300        4.100         4.24         0.04         31.4        6.815       15.260
   35   50   85      798.625        4.300        4.200         4.27         0.03         34.1       -1.090        5.725
   35   51   86      804.735        4.400        4.200         4.30         0.05         10.7        6.110        5.020
   35   52   87      819.770        4.400        4.200         4.31         0.04          9.8       15.035       21.145
   35   53   88      819.600        4.500        4.200         4.35         0.04         52.6       -0.170       14.865
   35   54   89      816.450        4.500        4.200         4.37         0.03         56.6       -3.150       -3.320
   35   78  113      877.770        6.000        4.400         5.57         0.18          2.6                          
   35   79  114      891.245        6.100        4.400         5.61         0.17         10.1       13.475             
   35   80  115      893.310        6.100        4.400         5.63         0.17         17.0        2.065       15.540
   35   81  116      888.570        6.100        4.400         5.65         0.15         54.3       -4.740       -2.675
   35   82  117      893.710        6.100        4.400         5.66         0.15         55.6        5.140        0.400
   35   83  118      891.370        6.200        4.400         5.72         0.15         41.7       -2.340        2.800
   35   84  119      901.435        6.100        4.500         5.69         0.14         40.3       10.065        7.725
   35   85  120      887.680        6.200        4.500         5.75         0.14         38.7      -13.755       -3.690
   35   86  121      895.860        6.200        4.500         5.75         0.12         37.9        8.180       -5.575
   35   87  122      899.495        6.300        4.500         5.81         0.10         34.6        3.635       11.815
   35   88  123      893.570        6.200        4.500         5.79         0.10         32.9       -5.925       -2.290
   35   89  124      899.535        6.200        4.500         5.78         0.07         18.4        5.965        0.040
   35   90  125      907.765        6.200        4.500         5.77         0.06         24.5        8.230       14.195
   35   92  127      906.085        6.500        4.500         5.99         0.05         41.4                    -1.680
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  36   Kr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   36   45   81      774.945        4.300        4.200         4.21         0.13         13.1                          
   36   46   82      781.595        4.300        4.200         4.21         0.09         17.7        6.650             
   36   47   83      784.185        4.300        4.200         4.24         0.10         10.6        2.590        9.240
   36   48   84      800.940        4.300        4.100         4.23         0.05         27.6       16.755       19.345
   36   49   85      802.940        4.300        4.200         4.26         0.05         17.6        2.000       18.755
   36   50   86      818.910        4.300        4.200         4.27         0.01         31.6       15.970       17.970
   36   51   87      807.325        4.400        4.200         4.32         0.06         13.7      -11.585        4.385
   36   52   88      815.100        4.400        4.200         4.33         0.04          4.7        7.775       -3.810
   36   53   89      839.360        4.500        4.200         4.35         0.04         35.9       24.260       32.035
   36   54   90      836.285        4.500        4.200         4.38         0.03         49.2       -3.075       21.185
   36   78  114      905.500        5.800        4.500         5.43         0.18          3.3                          
   36   79  115      916.945        5.900        4.500         5.49         0.19          6.0       11.445             
   36   80  116      911.725        5.900        4.500         5.51         0.17         10.2       -5.220        6.225
   36   81  117      912.080        6.000        4.500         5.56         0.15         38.9        0.355       -4.865
   36   82  118      901.900        5.900        4.500         5.53         0.14         55.9      -10.180       -9.825
   36   83  119      917.850        6.000        4.500         5.61         0.14         37.0       15.950        5.770
   36   84  120      912.300        6.000        4.500         5.61         0.14         43.5       -5.550       10.400
   36   85  121      919.540        6.100        4.500         5.66         0.13         39.2        7.240        1.690
   36   86  122      928.740        6.100        4.500         5.66         0.12         39.8        9.200       16.440
   36   87  123      913.680        6.200        4.500         5.71         0.10         33.2      -15.060       -5.860
   36   88  124      931.140        6.100        4.500         5.68         0.09         36.7       17.460        2.400
   36   89  125      928.165        6.100        4.500         5.67         0.06         11.0       -2.975       14.485
   36   90  126      936.900        6.100        4.500         5.68         0.06         22.7        8.735        5.760
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  37   Rb
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   37   45   82      790.115        4.200        4.200         4.22         0.12         14.6                          
   37   46   83      791.935        4.300        4.200         4.23         0.10         15.0        1.820             
   37   47   84      801.900        4.300        4.200         4.24         0.09          9.5        9.965       11.785
   37   48   85      805.550        4.300        4.200         4.26         0.06         12.6        3.650       13.615
   37   49   86      815.745        4.300        4.200         4.27         0.05          6.7       10.195       13.845
   37   50   87      819.750        4.300        4.200         4.30         0.02         35.4        4.005       14.200
   37   51   88      825.050        4.400        4.200         4.32         0.06         12.6        5.300        9.305
   37   52   89      838.540        4.400        4.200         4.33         0.05         10.9       13.490       18.790
   37   53   90      848.395        4.500        4.200         4.36         0.04         22.0        9.855       23.345
   37   54   91      849.750        4.500        4.200         4.38         0.04         39.4        1.355       11.210
   37   78  115      933.625        5.700        4.500         5.34         0.17          1.8                          
   37   79  116      923.580        5.700        4.500         5.36         0.16          3.0      -10.045             
   37   80  117      931.700        5.700        4.500         5.36         0.15          5.8        8.120       -1.925
   37   81  118      938.415        5.800        4.500         5.44         0.13         23.5        6.715       14.835
   37   82  119      944.690        5.800        4.500         5.41         0.11         39.7        6.275       12.990
   37   83  120      935.900        5.900        4.500         5.50         0.13         39.8       -8.790       -2.515
   37   84  121      939.700        5.800        4.500         5.48         0.13         41.2        3.800       -4.990
   37   85  122      944.015        6.000        4.500         5.56         0.12         41.3        4.315        8.115
   37   86  123      941.810        5.900        4.500         5.54         0.12         42.6       -2.205        2.110
   37   87  124      944.545        6.000        4.500         5.60         0.09         33.3        2.735        0.530
   37   88  125      939.615        6.000        4.500         5.61         0.09         36.5       -4.930       -2.195
   37   89  126      960.340        6.000        4.500         5.60         0.06         10.6       20.725       15.795
   37   90  127      947.875        6.000        4.500         5.59         0.06         25.9      -12.465        8.260
   37   91  128      961.115        6.100        4.500         5.67         0.04          4.3       13.240        0.775
   37   92  129      952.270        6.100        4.500         5.70         0.03         24.6       -8.845        4.395
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  38   Sr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   38   45   83      778.850        4.300        4.300         4.27         0.13         10.6                          
   38   46   84      799.245        4.300        4.200         4.24         0.11          8.3       20.395             
   38   47   85      807.770        4.300        4.200         4.27         0.12          9.6        8.525       28.920
   38   48   86      821.100        4.300        4.200         4.26         0.06         12.9       13.330       21.855
   38   49   87      830.145        4.300        4.200         4.28         0.05         14.4        9.045       22.375
   38   50   88      827.070        4.300        4.200         4.31         0.02         19.3       -3.075        5.970
   38   51   89      841.410        4.400        4.200         4.33         0.07         16.5       14.340       11.265
   38   52   90      853.780        4.400        4.200         4.34         0.05         25.4       12.370       26.710
   38   53   91      856.245        4.500        4.200         4.37         0.04         28.5        2.465       14.835
   38   54   92      866.595        4.500        4.200         4.38         0.05         42.0       10.350       12.815
   38   78  116      949.015        5.600        4.500         5.25         0.15          9.9                          
   38   79  117      963.750        5.600        4.500         5.28         0.14          3.3       14.735             
   38   80  118      964.745        5.600        4.500         5.29         0.13          2.9        0.995       15.730
   38   81  119      963.245        5.700        4.500         5.32         0.12         24.8       -1.500       -0.505
   38   82  120      960.425        5.700        4.500         5.33         0.07         35.8       -2.820       -4.320
   38   83  121      962.880        5.800        4.500         5.41         0.13         37.5        2.455       -0.365
   38   84  122      972.130        5.800        4.500         5.41         0.13         41.3        9.250       11.705
   38   85  123      965.075        5.800        4.500         5.45         0.12         35.7       -7.055        2.195
   38   86  124      964.510        5.800        4.500         5.46         0.12         43.1       -0.565       -7.620
   38   87  125      971.685        5.900        4.500         5.53         0.09         38.7        7.175        6.610
   38   88  126      972.885        5.900        4.500         5.51         0.09         39.9        1.200        8.375
   38   89  127      968.330        5.900        4.500         5.50         0.06         19.7       -4.555       -3.355
   38   90  128      974.570        5.900        4.500         5.51         0.05         32.6        6.240        1.685
   38   91  129      981.075        6.000        4.500         5.58         0.03          3.8        6.505       12.745
   38   92  130      982.210        5.900        4.600         5.55         0.02         19.6        1.135        7.640
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  39   Y 
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   39   45   84      796.820        4.300        4.200         4.26         0.13         12.2                          
   39   46   85      804.910        4.300        4.300         4.27         0.12         10.7        8.090             
   39   47   86      816.540        4.300        4.200         4.28         0.11         14.3       11.630       19.720
   39   48   87      828.590        4.300        4.200         4.27         0.07          6.8       12.050       23.680
   39   49   88      836.800        4.300        4.200         4.30         0.06         21.9        8.210       20.260
   39   50   89      842.715        4.400        4.200         4.31         0.02          7.6        5.915       14.125
   39   51   90      847.130        4.400        4.300         4.35         0.08         28.9        4.415       10.330
   39   52   91      855.510        4.400        4.300         4.36         0.06         24.7        8.380       12.795
   39   53   92      853.155        4.500        4.300         4.39         0.04         38.9       -2.355        6.025
   39   54   93      874.675        4.500        4.300         4.39         0.06         38.9       21.520       19.165
   39   78  117      971.105        5.500        4.500         5.18         0.14          5.4                          
   39   79  118      976.745        5.600        4.500         5.25         0.14          6.4        5.640             
   39   80  119      979.965        5.600        4.500         5.25         0.13         11.2        3.220        8.860
   39   81  120      979.535        5.600        4.500         5.26         0.12         20.7       -0.430        2.790
   39   82  121      972.705        5.500        4.500         5.25         0.04         32.0       -6.830       -7.260
   39   83  122      991.835        5.700        4.500         5.34         0.12         28.8       19.130       12.300
   39   84  123      988.660        5.700        4.500         5.37         0.12         41.7       -3.175       15.955
   39   85  124      987.180        5.800        4.500         5.41         0.12         39.3       -1.480       -4.655
   39   86  125      984.630        5.800        4.600         5.42         0.10         39.7       -2.550       -4.030
   39   87  126      991.655        5.800        4.600         5.45         0.09         44.4        7.025        4.475
   39   88  127      990.470        5.800        4.600         5.46         0.09         45.6       -1.185        5.840
   39   89  128     1000.730        5.800        4.600         5.44         0.05         22.4       10.260        9.075
   39   90  129     1004.050        5.800        4.600         5.45         0.05         40.6        3.320       13.580
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  40   Zr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   40   45   85      806.185        4.300        4.300         4.27         0.13         12.6                          
   40   46   86      809.475        4.300        4.400         4.33         0.11         11.1        3.290             
