 =======================================================================================================================
 Table: Nuclear properties of UNEDF1 model for B=3x10^14 G predicted by Skyrme3D code
 Authors: Wei jiang, Yan-jun Chen and Yu Guo
 Article: Symmetry energy effects on the outer crusts of non-accreting magnetars.   doi:???
 =======================================================================================================================
 
 --------------------------------------------------------------------------------------------------------------------
 Note:
 This is a highly detailed table predicting the properties of        3271 nuclides (Z = 26~124, N/A = 0.53~0.73)
 within the neutron drip line, including superheavy nuclei.
 --------------------------------------------------------------------------------------------------------------------
 
-------------------------------------------------------------------
         Table: Explanation of Symbols       
-------------------------------------------------------------------
 Symbol      |     unit          Description          
-------------------------------------------------------------------
      Z      |                 Proton number
      N      |                Neutron number
      A      |                   Mass number
      BE     |     MeV        Binding energy
      Rn     |     fm        The root mean-square radii of neutron
      Rp     |     fm        The root mean-square radii of proton
      Rt     |     fm  The root mean-square radii of total mass distribution
     beta    |                 Deformation parameter
    gamma    |     Degree       Triaxiality
     S1n     |     MeV      One-neutron separation energy
     S2n     |     MeV      two-neutron separation energy
-------------------------------------------------------------------
 
 
 -------------------------------------------------------------------------------------------------------------------
 
  Z=  26   Fe
 
 -------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
   28   34   62      542.590        3.889        3.777         3.84         0.13         60.0        9.440             
   28   35   63      550.780        3.909        3.772         3.85         0.10         59.4        8.190       17.630
   28   36   64      558.820        3.939        3.779         3.87         0.09         49.3        8.040       16.230
   28   40   68      589.560        4.061        3.816         3.96         0.00         34.4                          
   28   50   78      637.255        4.300        3.900         4.20         0.08         60.0                          
   28   51   79      640.410        4.400        3.900         4.23         0.08         43.2        3.155             
   28   52   80      643.160        4.400        4.000         4.26         0.09         31.6        2.750        5.905
   28   53   81      645.925        4.500        4.000         4.30         0.09         37.4        2.765        5.515
   28   54   82      648.280        4.500        4.000         4.33         0.10         35.8        2.355        5.120
   28   55   83      650.750        4.600        4.000         4.37         0.10         58.7        2.470        4.825
   28   56   84      652.800        4.600        4.000         4.41         0.10         59.1        2.050        4.520
   28   57   85      653.255        4.700        4.000         4.45         0.13         59.1        0.455        2.505
   28   58   86      653.865        4.700        4.000         4.49         0.15         59.7        0.610        1.065
   28   59   87      656.820        4.700        4.000         4.51         0.10         43.5        2.955        3.565
   28   60   88      657.070        4.800        4.000         4.54         0.12         47.7        0.250        3.205
   28   61   89      659.905        4.800        4.000         4.57         0.07         59.4        2.835        3.085
   28   62   90      660.205        4.800        4.000         4.60         0.09         59.7        0.300        3.135
   28   63   91      660.210        4.900        4.000         4.63         0.09         56.7        0.005        0.305
   28   64   92      659.925        4.900        4.100         4.66         0.09         56.4       -0.285       -0.280
   28   65   93      662.840        5.000        4.000         4.70         0.05         58.9        2.915        2.630
   28   66   94      662.780        5.000        4.100         4.72         0.05         58.0       -0.060        2.855
   28   67   95      662.710        5.000        4.100         4.75         0.03         56.2       -0.070       -0.130
   28   68   96      662.570        5.000        4.100         4.77         0.03         53.8       -0.140       -0.210
   28   69   97      663.030        5.000        4.100         4.79         0.00         27.0        0.460        0.320
   28   70   98      663.030        5.100        4.100         4.82         0.00          6.0                     0.460
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  29   Cu
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   29   50   79      654.620        4.300        4.000         4.19         0.07         60.0                          
   29   51   80      658.045        4.400        4.000         4.22         0.07         40.8        3.425             
   29   52   81      661.175        4.400        4.000         4.26         0.09         29.0        3.130        6.555
   29   53   82      664.165        4.500        4.000         4.29         0.09         34.4        2.990        6.120
   29   54   83      666.780        4.500        4.000         4.33         0.10         33.1        2.615        5.605
   29   55   84      669.520        4.500        4.000         4.36         0.10         56.7        2.740        5.355
   29   56   85      671.820        4.600        4.000         4.40         0.11         57.9        2.300        5.040
   29   57   86      672.780        4.600        4.000         4.44         0.13         59.5        0.960        3.260
   29   58   87      673.845        4.700        4.100         4.48         0.15         59.9        1.065        2.025
   29   59   88      676.530        4.700        4.000         4.49         0.11         42.9        2.685        3.750
   29   60   89      677.480        4.700        4.100         4.53         0.12         47.2        0.950        3.635
   29   61   90      680.170        4.800        4.000         4.55         0.08         58.9        2.690        3.640
   29   62   91      680.940        4.800        4.100         4.58         0.10         59.5        0.770        3.460
   29   63   92      681.250        4.800        4.100         4.61         0.10         57.7        0.310        1.080
   29   64   93      681.400        4.900        4.100         4.64         0.10         57.1        0.150        0.460
   29   65   94      684.190        4.900        4.100         4.68         0.05         58.7        2.790        2.940
   29   66   95      684.490        4.900        4.100         4.70         0.05         58.1        0.300        3.090
   29   67   96      684.720        5.000        4.100         4.72         0.04         56.3        0.230        0.530
   29   68   97      684.880        5.000        4.100         4.75         0.03         52.0        0.160        0.390
   29   69   98      685.640        5.000        4.100         4.77         0.00         26.8        0.760        0.920
   29   70   99      685.960        5.000        4.200         4.79         0.00          4.3        0.320        1.080
   29   71  100      685.310        5.100        4.200         4.87         0.01          1.1       -0.650       -0.330
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  30   Zn
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   30   50   80      671.000        4.300        4.000         4.19         0.06         60.0                          
   30   51   81      674.550        4.300        4.000         4.22         0.07         39.3        3.550             
   30   52   82      678.050        4.400        4.000         4.26         0.09         26.7        3.500        7.050
   30   53   83      681.345        4.400        4.000         4.29         0.10         31.1        3.295        6.795
   30   54   84      684.255        4.500        4.000         4.32         0.11         30.0        2.910        6.205
   30   55   85      687.200        4.500        4.000         4.36         0.10         51.9        2.945        5.855
   30   56   86      689.700        4.600        4.000         4.39         0.11         54.7        2.500        5.445
   30   57   87      691.330        4.600        4.100         4.43         0.13         59.6        1.630        4.130
   30   58   88      692.915        4.700        4.100         4.47         0.15         59.9        1.585        3.215
   30   59   89      695.570        4.700        4.100         4.48         0.11         41.1        2.655        4.240
   30   60   90      697.000        4.700        4.100         4.52         0.13         46.3        1.430        4.085
   30   61   91      699.445        4.800        4.100         4.54         0.09         56.5        2.445        3.875
   30   62   92      700.820        4.800        4.100         4.57         0.10         58.6        1.375        3.820
   30   63   93      701.530        4.800        4.100         4.60         0.10         58.0        0.710        2.085
   30   64   94      702.085        4.800        4.100         4.62         0.10         57.9        0.555        1.265
   30   65   95      704.680        4.900        4.100         4.66         0.06         58.1        2.595        3.150
   30   66   96      705.390        4.900        4.100         4.69         0.06         57.8        0.710        3.305
   30   67   97      705.910        4.900        4.100         4.71         0.04         56.3        0.520        1.230
   30   68   98      706.405        5.000        4.200         4.73         0.03         51.0        0.495        1.015
   30   69   99      707.460        5.000        4.200         4.75         0.00         23.8        1.055        1.550
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  31   Ga
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   31   40   71      620.215        4.100        3.900         3.99         0.00         59.5                          
   31   41   72      627.485        4.100        3.900         4.01         0.02         22.0        7.270             
   31   42   73      634.510        4.100        3.900         4.04         0.05         11.5        7.025       14.295
   31   43   74      642.370        4.100        3.900         4.06         0.08          1.3        7.860       14.885
   31   44   75      649.580        4.200        4.000         4.09         0.10          0.3        7.210       15.070
   31   45   76      657.010        4.200        4.000         4.11         0.11          0.4        7.430       14.640
   31   46   77      663.650        4.200        4.000         4.13         0.12          0.5        6.640       14.070
   31   47   78      669.910        4.200        4.000         4.15         0.10          2.3        6.260       12.900
   31   48   79      675.560        4.300        4.000         4.16         0.10          6.0        5.650       11.910
   31   49   80      680.815        4.300        4.000         4.17         0.05         40.9        5.255       10.905
   31   50   81      685.975        4.300        4.000         4.19         0.06         60.0        5.160       10.415
   31   51   82      690.175        4.300        4.000         4.22         0.07         38.9        4.200        9.360
   31   52   83      694.055        4.400        4.000         4.26         0.09         26.1        3.880        8.080
   31   53   84      697.675        4.400        4.000         4.29         0.10         29.3        3.620        7.500
   31   54   85      700.905        4.500        4.000         4.32         0.11         28.1        3.230        6.850
   31   55   86      704.035        4.500        4.000         4.35         0.11         46.5        3.130        6.360
   31   56   87      706.735        4.600        4.100         4.39         0.12         50.2        2.700        5.830
   31   57   88      709.125        4.600        4.100         4.42         0.13         59.7        2.390        5.090
   31   58   89      711.220        4.600        4.100         4.46         0.15         60.0        2.095        4.485
   31   59   90      713.865        4.700        4.100         4.48         0.12         41.5        2.645        4.740
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  32   Ge
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   32   40   72      628.650        4.100        3.900         4.01         0.00         59.9                          
   32   41   73      636.525        4.100        4.000         4.02         0.02         23.0        7.875             
   32   42   74      644.215        4.100        4.000         4.05         0.05         12.3        7.690       15.565
   32   43   75      652.670        4.100        4.000         4.07         0.08          1.6        8.455       16.145
   32   44   76      660.450        4.200        4.000         4.10         0.10          0.4        7.780       16.235
   32   45   77      668.500        4.200        4.000         4.12         0.11          0.4        8.050       15.830
   32   46   78      675.720        4.200        4.000         4.14         0.11          0.5        7.220       15.270
   32   47   79      682.600        4.200        4.000         4.15         0.10          2.0        6.880       14.100
   32   48   80      688.845        4.300        4.000         4.17         0.10          5.0        6.245       13.125
   32   49   81      694.620        4.300        4.000         4.18         0.05         41.5        5.775       12.020
   32   50   82      700.480        4.300        4.000         4.20         0.05         60.0        5.860       11.635
   32   51   83      704.890        4.300        4.000         4.23         0.07         39.2        4.410       10.270
   32   52   84      709.150        4.400        4.000         4.26         0.09         26.4        4.260        8.670
   32   53   85      713.110        4.400        4.100         4.29         0.10         28.9        3.960        8.220
   32   54   86      716.685        4.500        4.100         4.32         0.12         27.2        3.575        7.535
   32   55   87      720.060        4.500        4.100         4.35         0.11         43.0        3.375        6.950
   32   56   88      723.020        4.500        4.100         4.39         0.13         46.1        2.960        6.335
   32   57   89      726.080        4.600        4.100         4.42         0.13         59.8        3.060        6.020
   32   58   90      728.690        4.600        4.200         4.46         0.15         60.0        2.610        5.670
   32   59   91      731.395        4.700        4.100         4.47         0.13         46.6        2.705        5.315
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  33   As
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   33   40   73      636.335        4.100        4.000         4.02         0.00         54.6                          
   33   41   74      644.835        4.100        4.000         4.04         0.02         27.5        8.500             
   33   42   75      653.105        4.100        4.000         4.06         0.05         17.5        8.270       16.770
   33   43   76      662.115        4.200        4.000         4.08         0.07          2.2        9.010       17.280
   33   44   77      670.445        4.200        4.000         4.11         0.10          0.6        8.330       17.340
   33   45   78      679.090        4.200        4.000         4.13         0.10          0.5        8.645       16.975
   33   46   79      686.880        4.200        4.000         4.15         0.11          0.4        7.790       16.435
   33   47   80      694.390        4.200        4.000         4.16         0.10          1.6        7.510       15.300
   33   48   81      701.240        4.300        4.000         4.18         0.09          3.8        6.850       14.360
   33   49   82      707.615        4.300        4.000         4.18         0.04         49.5        6.375       13.225
   33   50   83      713.975        4.300        4.000         4.20         0.04         60.0        6.360       12.735
   33   51   84      718.845        4.300        4.100         4.23         0.06         39.7        4.870       11.230
   33   52   85      723.455        4.400        4.100         4.26         0.09         27.6        4.610        9.480
   33   53   86      727.760        4.400        4.100         4.29         0.10         29.1        4.305        8.915
   33   54   87      731.690        4.500        4.100         4.32         0.11         26.9        3.930        8.235
   33   55   88      735.370        4.500        4.100         4.35         0.11         41.9        3.680        7.610
   33   56   89      738.680        4.500        4.100         4.39         0.13         44.6        3.310        6.990
   33   57   90      742.210        4.600        4.200         4.42         0.13         59.9        3.530        6.840
   33   58   91      745.360        4.600        4.200         4.46         0.15         60.0        3.150        6.680
   33   59   92      748.290        4.600        4.200         4.47         0.14         53.0        2.930        6.080
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  34   Se
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   34   40   74      643.190        4.100        4.000         4.03         0.00         55.5                          
   34   41   75      652.320        4.100        4.000         4.05         0.02         26.2        9.130             
   34   42   76      661.125        4.100        4.000         4.07         0.05         17.8        8.805       17.935
   34   43   77      670.740        4.200        4.000         4.09         0.07          3.0        9.615       18.420
   34   44   78      679.605        4.200        4.000         4.12         0.09          0.8        8.865       18.480
   34   45   79      688.840        4.200        4.000         4.13         0.10          0.5        9.235       18.100
   34   46   80      697.170        4.200        4.100         4.16         0.11          0.4        8.330       17.565
   34   47   81      705.320        4.200        4.100         4.17         0.09          1.4        8.150       16.480
   34   48   82      712.750        4.300        4.100         4.18         0.09          3.0        7.430       15.580
   34   49   83      720.005        4.300        4.100         4.19         0.02         53.4        7.255       14.685
   34   50   84      726.810        4.300        4.100         4.21         0.03         60.0        6.805       14.060
   34   51   85      731.975        4.300        4.100         4.23         0.06         39.7        5.165       11.970
   34   52   86      736.925        4.400        4.100         4.26         0.08         28.3        4.950       10.115
   34   53   87      741.575        4.400        4.100         4.29         0.09         29.3        4.650        9.600
   34   54   88      745.835        4.500        4.100         4.32         0.11         26.7        4.260        8.910
   34   55   89      749.855        4.500        4.100         4.35         0.11         41.3        4.020        8.280
   34   56   90      753.500        4.500        4.200         4.39         0.13         43.7        3.645        7.665
   34   57   91      757.500        4.600        4.200         4.42         0.13         60.0        4.000        7.645
   34   58   92      761.120        4.600        4.200         4.46         0.15         60.0        3.620        7.620
   34   59   93      764.390        4.600        4.200         4.47         0.14         55.5        3.270        6.890
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  35   Br
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   35   45   80      697.780        4.200        4.100         4.14         0.09          0.7                          
   35   46   81      706.660        4.200        4.100         4.16         0.10          0.5        8.880             
   35   47   82      715.420        4.200        4.100         4.18         0.09          1.3        8.760       17.640
   35   48   83      723.430        4.300        4.100         4.19         0.08          2.4        8.010       16.770
   35   49   84      731.325        4.300        4.100         4.20         0.03         56.1        7.895       15.905
   35   50   85      738.885        4.300        4.100         4.21         0.02         60.0        7.560       15.455
   35   51   86      744.315        4.300        4.100         4.24         0.05         38.1        5.430       12.990
   35   52   87      749.630        4.400        4.100         4.27         0.07         28.6        5.315       10.745
   35   53   88      754.650        4.400        4.100         4.29         0.08         29.0        5.020       10.335
   35   54   89      759.245        4.400        4.100         4.32         0.10         26.3        4.595        9.615
   35   78  113      823.150        5.100        4.400         4.88         0.09          9.5                          
   35   79  114      823.945        5.100        4.400         4.91         0.09         21.4        0.795             
   35   80  115      824.810        5.100        4.400         4.93         0.09         29.2        0.865        1.660
   35   81  116      825.570        5.200        4.400         4.97         0.10         59.9        0.760        1.625
   35   82  117      826.560        5.200        4.400         5.00         0.11         60.0        0.990        1.750
   35   83  118      827.345        5.200        4.500         5.02         0.12         51.0        0.785        1.775
   35   84  119      828.155        5.300        4.500         5.05         0.12         45.5        0.810        1.595
   35   85  120      829.080        5.300        4.500         5.08         0.12         44.5        0.925        1.735
   35   86  121      829.775        5.300        4.500         5.11         0.13         42.3        0.695        1.620
   35   87  122      830.520        5.400        4.500         5.14         0.13         48.6        0.745        1.440
   35   88  123      831.100        5.400        4.500         5.17         0.13         48.5        0.580        1.325
   35   89  124      831.455        5.500        4.500         5.20         0.13         59.7        0.355        0.935
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  36   Kr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   36   45   81      705.950        4.200        4.100         4.15         0.09          0.7                          
   36   46   82      715.350        4.200        4.100         4.17         0.10          0.6        9.400             
   36   47   83      724.750        4.200        4.100         4.18         0.08          0.5        9.400       18.800
   36   48   84      733.310        4.300        4.100         4.20         0.08          2.1        8.560       17.960
   36   49   85      742.020        4.300        4.100         4.20         0.02         56.2        8.710       17.270
   36   50   86      750.140        4.300        4.100         4.22         0.01         60.0        8.120       16.830
   36   51   87      755.905        4.300        4.100         4.24         0.04         37.6        5.765       13.885
   36   52   88      761.525        4.400        4.100         4.27         0.07         28.1        5.620       11.385
   36   53   89      766.925        4.400        4.200         4.30         0.08         28.6        5.400       11.020
   36   54   90      771.820        4.400        4.200         4.33         0.10         26.0        4.895       10.295
   36   78  114      844.270        5.000        4.400         4.86         0.08          6.8                          
   36   79  115      845.500        5.100        4.400         4.88         0.08         18.7        1.230             
   36   80  116      846.525        5.100        4.400         4.90         0.08         26.2        1.025        2.255
   36   81  117      847.480        5.100        4.500         4.93         0.08         59.8        0.955        1.980
   36   82  118      848.530        5.200        4.500         4.96         0.09         60.0        1.050        2.005
   36   83  119      849.495        5.200        4.500         4.99         0.10         48.3        0.965        2.015
   36   84  120      850.330        5.200        4.500         5.02         0.11         43.0        0.835        1.800
   36   85  121      851.550        5.300        4.500         5.05         0.11         43.4        1.220        2.055
   36   86  122      852.310        5.300        4.500         5.08         0.12         40.6        0.760        1.980
   36   87  123      853.290        5.300        4.500         5.11         0.11         48.7        0.980        1.740
   36   88  124      853.980        5.400        4.500         5.14         0.12         47.5        0.690        1.670
   36   89  125      854.510        5.400        4.500         5.17         0.12         59.5        0.530        1.220
   36   90  126      854.940        5.500        4.500         5.20         0.13         58.8        0.430        0.960
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  37   Rb
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   37   45   82      713.375        4.200        4.100         4.16         0.08          0.9                          
   37   46   83      723.325        4.200        4.100         4.18         0.09          0.6        9.950             
   37   47   84      733.290        4.200        4.100         4.19         0.07          1.2        9.965       19.915
   37   48   85      742.430        4.300        4.100         4.21         0.07          1.6        9.140       19.105
   37   49   86      751.960        4.300        4.100         4.21         0.00         56.4        9.530       18.670
   37   50   87      760.565        4.300        4.100         4.23         0.01         60.0        8.605       18.135
   37   51   88      766.690        4.300        4.200         4.25         0.04         36.4        6.125       14.730
   37   52   89      772.640        4.400        4.200         4.28         0.06         27.9        5.950       12.075
   37   53   90      778.435        4.400        4.200         4.30         0.07         27.9        5.795       11.745
   37   54   91      783.665        4.400        4.200         4.33         0.10         25.5        5.230       11.025
   37   78  115      864.790        5.000        4.400         4.85         0.08          6.0                          
   37   79  116      866.455        5.000        4.500         4.87         0.07         17.6        1.665             
   37   80  117      867.880        5.100        4.500         4.88         0.07         22.3        1.425        3.090
   37   81  118      869.235        5.100        4.500         4.90         0.06         59.7        1.355        2.780
   37   82  119      870.395        5.100        4.500         4.92         0.06         60.0        1.160        2.515
   37   83  120      871.455        5.200        4.500         4.95         0.07         46.1        1.060        2.220
   37   84  121      872.380        5.200        4.500         4.99         0.09         39.5        0.925        1.985
   37   85  122      873.630        5.200        4.500         5.02         0.09         41.3        1.250        2.175
   37   86  123      874.520        5.300        4.500         5.05         0.10         38.2        0.890        2.140
   37   87  124      875.585        5.300        4.500         5.08         0.10         47.4        1.065        1.955
   37   88  125      876.600        5.300        4.500         5.11         0.11         46.5        1.015        2.080
   37   90  127      877.695        5.400        4.500         5.11         0.12         59.0                     1.095
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  38   Sr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   38   45   83      720.095        4.200        4.100         4.18         0.08          0.9                          
   38   46   84      730.535        4.200        4.200         4.19         0.09          0.6       10.440             
   38   47   85      741.100        4.200        4.200         4.20         0.07          0.5       10.565       21.005
   38   48   86      750.775        4.300        4.200         4.22         0.06          1.3        9.675       20.240
   38   49   87      761.000        4.300        4.200         4.22         0.00         56.4       10.225       19.900
   38   50   88      770.180        4.300        4.200         4.24         0.00         60.0        9.180       19.405
   38   51   89      776.680        4.300        4.200         4.26         0.03         34.3        6.500       15.680
   38   52   90      782.940        4.400        4.200         4.28         0.06         24.9        6.260       12.760
   38   53   91      789.155        4.400        4.200         4.31         0.07         26.6        6.215       12.475
   38   54   92      794.670        4.400        4.200         4.34         0.10         24.7        5.515       11.730
   38   78  116      884.670        5.000        4.500         4.84         0.07          2.9                          
   38   79  117      886.890        5.000        4.500         4.85         0.05         11.1        2.220             
   38   80  118      888.675        5.000        4.500         4.87         0.05         13.4        1.785        4.005
   38   81  119      890.455        5.100        4.500         4.88         0.04         59.7        1.780        3.565
   38   82  120      891.920        5.100        4.500         4.91         0.05         60.0        1.465        3.245
   38   83  121      892.975        5.100        4.500         4.93         0.06         43.0        1.055        2.520
   38   84  122      894.045        5.200        4.500         4.96         0.07         34.3        1.070        2.125
   38   85  123      895.245        5.200        4.500         4.99         0.08         37.9        1.200        2.270
   38   86  124      896.180        5.200        4.500         5.03         0.09         34.9        0.935        2.135
   38   87  125      897.365        5.300        4.500         5.06         0.09         45.8        1.185        2.120
   38   88  126      898.665        5.300        4.500         5.09         0.10         45.3        1.300        2.485
   38   89  127      899.175        5.300        4.500         5.11         0.10         59.4        0.510        1.810
   38   90  128      900.460        5.400        4.500         5.15         0.11         59.0        1.285        1.795
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  39   Y 
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   39   45   84      726.130        4.200        4.200         4.19         0.07          0.3                          
   39   46   85      737.110        4.200        4.200         4.21         0.09          0.5       10.980             
   39   47   86      748.175        4.200        4.200         4.21         0.06          0.4       11.065       22.045
   39   48   87      758.395        4.300        4.200         4.23         0.06          1.1       10.220       21.285
   39   49   88      769.220        4.300        4.200         4.23         0.00         55.3       10.825       21.045
   39   50   89      778.920        4.300        4.200         4.25         0.00         60.0        9.700       20.525
   39   51   90      785.850        4.300        4.200         4.27         0.03         31.4        6.930       16.630
   39   52   91      792.500        4.400        4.200         4.29         0.05         22.0        6.650       13.580
   39   53   92      799.105        4.400        4.200         4.31         0.06         24.2        6.605       13.255
   39   54   93      804.920        4.400        4.200         4.35         0.10         23.5        5.815       12.420
   39   78  117      903.910        5.000        4.500         4.83         0.07          2.8                          
   39   79  118      906.570        5.000        4.500         4.84         0.05          6.0        2.660             
   39   80  119      908.595        5.000        4.500         4.86         0.05         12.9        2.025        4.685
   39   81  120      911.330        5.000        4.500         4.87         0.02         59.5        2.735        4.760
   39   82  121      912.920        5.100        4.500         4.89         0.03         60.0        1.590        4.325
   39   83  122      914.135        5.100        4.500         4.92         0.04         32.4        1.215        2.805
   39   84  123      914.975        5.100        4.500         4.95         0.06         29.4        0.840        2.055
   39   85  124      916.290        5.200        4.500         4.98         0.07         33.6        1.315        2.155
   39   86  125      917.325        5.200        4.500         5.01         0.08         30.6        1.035        2.350
   39   87  126      918.535        5.200        4.500         5.04         0.08         43.0        1.210        2.245
   39   88  127      920.040        5.300        4.500         5.07         0.09         43.2        1.505        2.715
   39   89  128      920.530        5.300        4.500         5.09         0.09         59.3        0.490        1.995
   39   90  129      921.135        5.300        4.500         5.12         0.10         59.5        0.605        1.095
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  40   Zr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   40   45   85      731.360        4.200        4.200         4.20         0.07          0.5                          
   40   46   86      742.920        4.200        4.200         4.22         0.09          0.1       11.560             
   40   47   87      754.520        4.200        4.200         4.22         0.06          0.5       11.600       23.160
   40   48   88      765.260        4.300        4.200         4.24         0.06          0.9       10.740       22.340
   40   49   89      776.670        4.300        4.200         4.24         0.00         52.9       11.410       22.150
   40   50   90      786.895        4.300        4.200         4.26         0.00         60.0       10.225       21.635
   40   51   91      794.240        4.300        4.200         4.28         0.03         26.8        7.345       17.570
   40   52   92      801.270        4.400        4.200         4.30         0.05         16.8        7.030       14.375
   40   53   93      808.260        4.400        4.200         4.32         0.06         21.3        6.990       14.020
   40   54   94      814.490        4.400        4.300         4.36         0.10         21.9        6.230       13.220
   40   78  118      922.480        5.000        4.500         4.83         0.06          2.0                          
   40   79  119      925.490        5.000        4.500         4.84         0.05          4.9        3.010             
   40   80  120      927.930        5.000        4.500         4.85         0.05          7.0        2.440        5.450
   40   81  121      931.025        5.000        4.500         4.86         0.01         58.9        3.095        5.535
   40   82  122      933.100        5.000        4.500         4.88         0.02         60.0        2.075        5.170
   40   83  123      934.250        5.100        4.500         4.91         0.03         27.7        1.150        3.225
   40   84  124      935.415        5.100        4.500         4.94         0.05         20.5        1.165        2.315
   40   85  125      936.730        5.200        4.500         4.96         0.06         26.7        1.315        2.480
