 =======================================================================================================================
 Table: Nuclear properties of UNEDF1 model for B=9x10^16 G predicted by Skyrme3D code
 Authors: Wei jiang, Yan-jun Chen and Yu Guo
 Article: Symmetry energy effects on the outer crusts of non-accreting magnetars.   doi:???
 =======================================================================================================================
 
 --------------------------------------------------------------------------------------------------------------------
 Note:
 This is a highly detailed table predicting the properties of        1097 nuclides (Z = 26~124, N/A = 0.53~0.73)
 within the neutron drip line, including superheavy nuclei.
 --------------------------------------------------------------------------------------------------------------------
 
-------------------------------------------------------------------
         Table: Explanation of Symbols       
-------------------------------------------------------------------
 Symbol      |     unit          Description          
-------------------------------------------------------------------
      Z      |                 Proton number
      N      |                Neutron number
      A      |                   Mass number
      BE     |     MeV        Binding energy
      Rn     |     fm        The root mean-square radii of neutron
      Rp     |     fm        The root mean-square radii of proton
      Rt     |     fm  The root mean-square radii of total mass distribution
     beta    |                 Deformation parameter
    gamma    |     Degree       Triaxiality
     S1n     |     MeV      One-neutron separation energy
     S2n     |     MeV      two-neutron separation energy
-------------------------------------------------------------------
 
 
 -------------------------------------------------------------------------------------------------------------------
 
  Z=  26   Fe
 
 -------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
   27   31   58      507.380        3.782        3.723         3.76         0.14         20.3        9.760       20.600
   27   32   59      516.540        3.823        3.737         3.78         0.14         24.6        9.160       18.920
   27   33   60      524.970        3.854        3.741         3.80         0.13         36.8        8.430       17.590
   27   34   61      533.400        3.894        3.755         3.83         0.13         58.2        8.430       16.860
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  28   Ni
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   28   30   58      503.800        3.742        3.734         3.74         0.12         22.7                          
   28   31   59      514.230        3.781        3.747         3.77         0.13         26.7       10.430             
   28   32   60      524.240        3.820        3.761         3.79         0.13         31.1       10.010       20.440
   28   33   61      533.620        3.854        3.769         3.82         0.13         46.1        9.380       19.390
   28   34   62      542.500        3.893        3.785         3.85         0.13         59.3        8.880       18.260
   28   35   63      551.120        3.916        3.782         3.86         0.11         52.4        8.620       17.500
   28   36   64      559.210        3.945        3.789         3.88         0.10         43.6        8.090       16.710
   28   37   65      566.920        3.973        3.795         3.90         0.08         48.3        7.710       15.800
   28   38   66      574.070        4.005        3.807         3.92         0.07         57.9        7.150       14.860
   28   39   67      581.220        4.032        3.812         3.94         0.03         51.7        7.150       14.300
   28   50   78      636.970        4.373        3.947         4.22         0.11         59.8                          
   28   51   79      640.120        4.418        3.955         4.26         0.12         47.6        3.150             
   28   52   80      642.880        4.462        3.963         4.29         0.13         37.8        2.760        5.910
   28   53   81      645.610        4.497        3.972         4.32         0.13         35.4        2.730        5.490
   28   54   82      647.410        4.546        3.992         4.36         0.15         34.7        1.800        4.530
   28   55   83      650.440        4.577        3.989         4.39         0.13         41.4        3.030        4.830
   28   56   84      651.430        4.627        4.013         4.43         0.15         44.7        0.990        4.020
   28   57   85      652.760        4.665        4.030         4.47         0.15         51.7        1.330        2.320
   28   58   86      653.850        4.703        4.047         4.50         0.16         58.8        1.090        2.420
   28   59   87      656.030        4.736        4.045         4.53         0.14         54.9        2.180        3.270
   28   60   88      657.190        4.772        4.049         4.55         0.14         49.3        1.160        3.340
   28   61   89      658.600        4.804        4.053         4.58         0.12         50.4        1.410        2.570
   28   62   90      659.550        4.840        4.062         4.61         0.12         50.9        0.950        2.360
   28   63   91      660.030        4.868        4.071         4.64         0.11         54.5        0.480        1.430
   28   64   92      660.010        4.898        4.087         4.67         0.11         59.4       -0.020        0.460
   28   65   93      661.720        4.936        4.084         4.70         0.08         57.6        1.710        1.690
   28   66   94      662.790        4.971        4.087         4.72         0.07         50.0        1.070        2.780
   28   67   95      662.900        4.996        4.096         4.75         0.05         50.0        0.110        1.180
   28   68   96      662.920        5.019        4.109         4.77         0.04         53.5        0.020        0.130
   28   69   97      663.230        5.042        4.121         4.79         0.02         43.7        0.310        0.330
   28   70   98      662.790        5.065        4.139         4.82         0.00          3.0       -0.440       -0.130
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  29   Cu
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   29   50   79      653.850        4.366        3.974         4.23         0.12         59.3                          
   29   51   80      657.140        4.404        3.981         4.26         0.12         45.5        3.290             
   29   52   81      660.830        4.441        3.989         4.28         0.13         32.4        3.690        6.980
   29   53   82      663.940        4.472        3.994         4.31         0.12         30.9        3.110        6.800
   29   54   83      666.390        4.514        4.009         4.34         0.13         31.5        2.450        5.560
   29   55   84      669.340        4.553        4.010         4.37         0.12         39.7        2.950        5.400
   29   56   85      670.240        4.605        4.046         4.42         0.15         41.8        0.900        3.850
   29   57   86      671.700        4.643        4.063         4.46         0.15         49.5        1.460        2.360
   29   58   87      673.700        4.683        4.077         4.49         0.16         59.9        2.000        3.460
   29   59   88      675.490        4.714        4.077         4.51         0.15         54.1        1.790        3.790
   29   60   89      677.470        4.746        4.076         4.54         0.14         47.7        1.980        3.770
   29   61   90      679.050        4.778        4.083         4.57         0.13         47.3        1.580        3.560
   29   62   91      680.230        4.811        4.090         4.59         0.12         48.2        1.180        2.760
   29   63   92      680.830        4.839        4.101         4.62         0.12         51.8        0.600        1.780
   29   64   93      681.090        4.869        4.116         4.65         0.11         59.1        0.260        0.860
   29   65   94      682.640        4.906        4.116         4.68         0.09         55.2        1.550        1.810
   29   66   95      683.830        4.939        4.119         4.70         0.07         45.5        1.190        2.740
   29   67   96      684.240        4.964        4.125         4.73         0.05         45.3        0.410        1.600
   29   68   97      684.700        4.988        4.137         4.75         0.04         51.7        0.460        0.870
   29   69   98      685.170        5.011        4.149         4.77         0.02         42.5        0.470        0.930
   29   70   99      685.680        5.032        4.161         4.79         0.00         21.4        0.510        0.980
   29   71  100      684.770        5.084        4.173         4.84         0.03          1.3       -0.910       -0.400
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  30   Zn
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   30   50   80      670.060        4.352        3.997         4.22         0.11         58.3                          
   30   51   81      673.710        4.388        4.006         4.25         0.11         44.9        3.650             
   30   52   82      677.340        4.428        4.019         4.28         0.13         31.9        3.630        7.280
   30   53   83      680.560        4.467        4.032         4.32         0.13         30.9        3.220        6.850
   30   54   84      684.160        4.492        4.034         4.33         0.13         28.2        3.600        6.820
   30   55   85      686.810        4.538        4.046         4.37         0.13         36.5        2.650        6.250
   30   56   86      688.270        4.587        4.076         4.41         0.15         41.3        1.460        4.110
   30   57   87      690.440        4.625        4.091         4.45         0.15         49.3        2.170        3.630
   30   58   88      692.940        4.662        4.103         4.48         0.16         59.5        2.500        4.670
   30   59   89      694.890        4.694        4.106         4.50         0.15         54.0        1.950        4.450
   30   60   90      696.900        4.724        4.107         4.53         0.14         45.8        2.010        3.960
   30   61   91      698.690        4.755        4.114         4.55         0.13         46.2        1.790        3.800
   30   62   92      700.030        4.787        4.123         4.58         0.12         47.0        1.340        3.130
   30   63   93      700.890        4.815        4.135         4.61         0.12         50.9        0.860        2.200
   30   64   94      701.920        4.844        4.145         4.63         0.11         59.8        1.030        1.890
   30   65   95      703.490        4.879        4.144         4.66         0.09         56.3        1.570        2.600
   30   66   96      704.740        4.911        4.149         4.69         0.08         45.5        1.250        2.820
   30   67   97      705.530        4.935        4.154         4.71         0.06         45.0        0.790        2.040
   30   68   98      706.130        4.958        4.164         4.73         0.05         54.6        0.600        1.390
   30   69   99      706.910        4.981        4.172         4.75         0.02         48.3        0.780        1.380
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  31   Ga
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   31   40   71      620.280        4.057        3.906         3.99         0.00         42.9                          
   31   41   72      627.250        4.084        3.915         4.01         0.02          3.1        6.970             
   31   42   73      634.630        4.117        3.930         4.04         0.06          3.0        7.380       14.350
   31   43   74      642.130        4.149        3.947         4.07         0.08          4.6        7.500       14.880
   31   44   75      649.700        4.183        3.965         4.09         0.11          2.8        7.570       15.070
   31   45   76      656.790        4.211        3.978         4.12         0.12          4.3        7.090       14.660
   31   46   77      663.740        4.237        3.989         4.14         0.12          6.1        6.950       14.040
   31   47   78      669.640        4.262        3.998         4.16         0.12         12.2        5.900       12.850
   31   48   79      675.240        4.285        4.006         4.18         0.11         18.9        5.600       11.500
   31   49   80      680.070        4.310        4.010         4.20         0.10         40.3        4.830       10.430
   31   50   81      685.320        4.344        4.022         4.22         0.11         59.3        5.250       10.080
   31   51   82      689.490        4.378        4.031         4.25         0.11         44.6        4.170        9.420
   31   52   83      693.490        4.414        4.043         4.28         0.12         30.5        4.000        8.170
   31   53   84      697.070        4.457        4.061         4.32         0.14         30.6        3.580        7.580
   31   54   85      700.920        4.482        4.063         4.33         0.13         27.4        3.850        7.430
   31   55   86      704.080        4.523        4.072         4.37         0.13         35.5        3.160        7.010
   31   56   87      705.800        4.572        4.107         4.41         0.15         39.9        1.720        4.880
   31   57   88      708.430        4.608        4.116         4.44         0.15         50.6        2.630        4.350
   31   58   89      711.300        4.646        4.129         4.47         0.16         59.7        2.870        5.500
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  32   Ge
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   32   40   72      628.580        4.060        3.938         4.01         0.00         59.0                          
   32   41   73      636.310        4.086        3.946         4.03         0.03          0.3        7.730             
   32   42   74      644.400        4.117        3.959         4.05         0.06          2.3        8.090       15.820
   32   43   75      652.550        4.148        3.973         4.07         0.08          3.4        8.150       16.240
   32   44   76      660.690        4.180        3.989         4.10         0.10          1.5        8.140       16.290
   32   45   77      668.580        4.207        4.002         4.12         0.11          3.5        7.890       16.030
   32   46   78      675.980        4.234        4.014         4.14         0.12          6.5        7.400       15.290
   32   47   79      682.290        4.258        4.022         4.16         0.12         13.9        6.310       13.710
   32   48   80      688.570        4.283        4.031         4.18         0.11         20.5        6.280       12.590
   32   49   81      693.910        4.306        4.035         4.20         0.10         42.1        5.340       11.620
   32   50   82      699.910        4.334        4.045         4.22         0.11         59.5        6.000       11.340
   32   51   83      704.410        4.368        4.053         4.25         0.11         45.6        4.500       10.500
   32   52   84      708.600        4.407        4.067         4.28         0.12         31.9        4.190        8.690
   32   53   85      712.580        4.444        4.083         4.31         0.13         31.1        3.980        8.170
   32   54   86      716.830        4.475        4.091         4.34         0.13         28.2        4.250        8.230
   32   55   87      720.210        4.511        4.099         4.36         0.13         36.3        3.380        7.630
   32   56   88      722.600        4.556        4.125         4.40         0.15         42.2        2.390        5.770
   32   57   89      725.670        4.594        4.141         4.44         0.15         50.5        3.070        5.460
   32   58   90      728.990        4.632        4.154         4.47         0.16         59.7        3.320        6.390
   32   59   91      731.390        4.660        4.157         4.49         0.15         54.9        2.400        5.720
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  33   As
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   33   40   73      636.280        4.062        3.969         4.02         0.00         58.3                          
   33   41   74      644.460        4.089        3.978         4.04         0.03          0.0        8.180             
   33   42   75      653.220        4.119        3.989         4.06         0.06          2.0        8.760       16.940
   33   43   76      661.840        4.148        4.001         4.08         0.08          3.0        8.620       17.380
   33   44   77      670.780        4.179        4.015         4.11         0.10          0.7        8.940       17.560
   33   45   78      679.110        4.205        4.026         4.13         0.11          3.3        8.330       17.270
   33   46   79      687.270        4.231        4.037         4.15         0.11          5.3        8.160       16.490
   33   47   80      694.350        4.255        4.046         4.17         0.11         11.6        7.080       15.240
   33   48   81      700.710        4.278        4.054         4.19         0.11         18.5        6.360       13.440
   33   49   82      706.810        4.300        4.058         4.20         0.10         42.2        6.100       12.460
   33   50   83      713.270        4.326        4.067         4.22         0.10         58.9        6.460       12.560
   33   51   84      718.230        4.361        4.077         4.25         0.11         45.9        4.960       11.420
   33   52   85      723.010        4.395        4.088         4.28         0.11         31.8        4.780        9.740
   33   53   86      727.190        4.434        4.105         4.31         0.13         31.8        4.180        8.960
   33   54   87      731.370        4.469        4.118         4.34         0.13         29.9        4.180        8.360
   33   55   88      735.490        4.501        4.123         4.36         0.13         37.1        4.120        8.300
   33   56   89      738.380        4.547        4.153         4.41         0.15         42.6        2.890        7.010
   33   57   90      741.900        4.582        4.166         4.43         0.15         51.8        3.520        6.410
   33   58   91      745.630        4.620        4.179         4.47         0.16         59.9        3.730        7.250
   33   59   92      748.420        4.647        4.182         4.49         0.15         54.9        2.790        6.520
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  34   Se
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   34   40   74      642.970        4.066        4.000         4.04         0.00         55.6                          
   34   41   75      651.880        4.092        4.008         4.05         0.03          0.2        8.910             
   34   42   76      661.150        4.122        4.019         4.08         0.06          3.7        9.270       18.180
   34   43   77      670.570        4.151        4.030         4.10         0.08          4.3        9.420       18.690
   34   44   78      680.030        4.181        4.041         4.12         0.10          2.3        9.460       18.880
   34   45   79      689.020        4.205        4.052         4.14         0.11          3.0        8.990       18.450
   34   46   80      697.540        4.230        4.061         4.16         0.11          4.5        8.520       17.510
   34   47   81      705.080        4.252        4.068         4.18         0.11         10.8        7.540       16.060
   34   48   82      712.540        4.276        4.076         4.19         0.11         18.5        7.460       15.000
   34   49   83      718.940        4.295        4.080         4.21         0.09         41.3        6.400       13.860
   34   50   84      725.750        4.324        4.091         4.23         0.10         58.7        6.810       13.210
   34   51   85      731.110        4.356        4.101         4.26         0.10         45.8        5.360       12.170
   34   52   86      736.190        4.391        4.113         4.28         0.11         32.1        5.080       10.440
   34   53   87      740.830        4.429        4.130         4.32         0.13         32.4        4.640        9.720
   34   54   88      745.300        4.467        4.148         4.35         0.14         31.6        4.470        9.110
   34   55   89      749.480        4.501        4.162         4.38         0.14         36.9        4.180        8.650
   34   56   90      753.420        4.538        4.178         4.41         0.15         43.1        3.940        8.120
   34   57   91      757.570        4.571        4.188         4.43         0.15         52.3        4.150        8.090
   34   58   92      761.450        4.609        4.204         4.46         0.16         59.9        3.880        8.030
   34   59   93      764.570        4.634        4.206         4.48         0.15         55.8        3.120        7.000
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  35   Br
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   35   45   80      698.150        4.206        4.076         4.15         0.10          3.7                          
   35   46   81      707.210        4.230        4.085         4.17         0.11          5.2        9.060             
   35   47   82      715.500        4.250        4.091         4.18         0.10          8.4        8.290       17.350
   35   48   83      723.130        4.273        4.099         4.20         0.10         16.7        7.630       15.920
   35   49   84      729.960        4.294        4.104         4.22         0.09         41.2        6.830       14.460
   35   50   85      737.470        4.320        4.113         4.24         0.09         58.6        7.510       14.340
   35   51   86      743.380        4.351        4.123         4.26         0.10         44.7        5.910       13.420
   35   52   87      748.320        4.393        4.141         4.29         0.12         33.4        4.940       10.850
   35   53   88      753.370        4.426        4.157         4.32         0.13         32.1        5.050        9.990
   35   54   89      758.530        4.462        4.175         4.35         0.14         31.4        5.160       10.210
   35   78  113      822.910        5.111        4.406         4.90         0.11         20.5                          
   35   79  114      823.460        5.142        4.418         4.93         0.11         28.1        0.550             
   35   80  115      824.670        5.176        4.426         4.96         0.11         37.5        1.210        1.760
   35   81  116      825.760        5.206        4.432         4.99         0.12         49.7        1.090        2.300
   35   82  117      826.670        5.246        4.445         5.02         0.13         59.3        0.910        2.000
   35   83  118      827.360        5.278        4.449         5.05         0.13         52.6        0.690        1.600
   35   84  119      827.940        5.318        4.455         5.08         0.14         45.3        0.580        1.270
   35   85  120      829.040        5.344        4.462         5.10         0.14         42.7        1.100        1.680
   35   86  121      829.450        5.389        4.471         5.14         0.15         40.7        0.410        1.510
   35   87  122      830.280        5.415        4.478         5.16         0.15         42.3        0.830        1.240
   35   88  123      830.590        5.451        4.486         5.20         0.15         44.5        0.310        1.140
   35   89  124      830.940        5.481        4.498         5.22         0.15         48.5        0.350        0.660
   35   90  125      831.450        5.515        4.507         5.25         0.16         53.5        0.510        0.860
   35   91  126      830.630        5.544        4.531         5.28         0.16         56.8       -0.820       -0.310
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  36   Kr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   36   45   81      706.020        4.207        4.100         4.16         0.10          4.5                          
   36   46   82      715.860        4.232        4.110         4.18         0.11          5.3        9.840             
   36   47   83      724.680        4.250        4.113         4.19         0.10         10.2        8.820       18.660
   36   48   84      732.980        4.273        4.121         4.21         0.10         17.8        8.300       17.120
   36   49   85      741.040        4.291        4.123         4.22         0.08         40.1        8.060       16.360
   36   50   86      748.330        4.318        4.135         4.24         0.09         58.3        7.290       15.350
   36   51   87      755.070        4.348        4.143         4.26         0.09         43.7        6.740       14.030
   36   52   88      760.740        4.381        4.156         4.29         0.11         28.6        5.670       12.410
   36   53   89      766.020        4.423        4.182         4.33         0.13         32.1        5.280       10.950
   36   54   90      771.400        4.458        4.200         4.36         0.14         31.8        5.380       10.660
   36   78  114      843.650        5.082        4.429         4.89         0.10         18.3                          
   36   79  115      845.320        5.106        4.431         4.91         0.10         24.6        1.670             
   36   80  116      846.510        5.140        4.442         4.93         0.10         38.5        1.190        2.860
   36   81  117      847.240        5.173        4.452         4.96         0.11         49.2        0.730        1.920
   36   82  118      848.810        5.210        4.459         4.99         0.12         59.3        1.570        2.300
   36   83  119      849.250        5.247        4.475         5.03         0.13         51.4        0.440        2.010
   36   84  120      849.950        5.285        4.482         5.06         0.13         44.3        0.700        1.140
   36   85  121      851.070        5.315        4.491         5.08         0.14         41.6        1.120        1.820
   36   86  122      851.630        5.356        4.495         5.12         0.15         39.4        0.560        1.680
   36   87  123      852.770        5.382        4.507         5.14         0.15         41.2        1.140        1.700
   36   88  124      852.940        5.420        4.518         5.17         0.15         42.7        0.170        1.310
   36   89  125      852.970        5.447        4.529         5.20         0.15         45.8        0.030        0.200
   36   90  126      855.620        5.480        4.547         5.23         0.16         49.5        2.650        2.680
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  37   Rb
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   37   45   82      713.850        4.207        4.123         4.17         0.09          3.0                          
   37   46   83      723.810        4.236        4.137         4.19         0.11          7.0        9.960             
   37   47   84      733.600        4.252        4.135         4.20         0.09          9.4        9.790       19.750
   37   48   85      742.380        4.274        4.144         4.22         0.10         17.9        8.780       18.570
   37   49   86      750.990        4.290        4.144         4.23         0.08         37.5        8.610       17.390
   37   50   87      759.220        4.316        4.154         4.25         0.08         59.8        8.230       16.840
   37   51   88      765.760        4.349        4.166         4.27         0.09         43.3        6.540       14.770
   37   52   89      771.450        4.385        4.185         4.30         0.12         29.7        5.690       12.230
   37   53   90      777.380        4.418        4.201         4.33         0.13         29.6        5.930       11.620
   37   54   91      783.160        4.453        4.218         4.36         0.14         29.4        5.780       11.710
   37   78  115      864.310        5.065        4.446         4.88         0.10         18.3                          
   37   79  116      866.200        5.085        4.450         4.89         0.09         26.5        1.890             
   37   80  117      867.240        5.119        4.462         4.92         0.10         36.8        1.040        2.930
   37   81  118      868.450        5.146        4.477         4.95         0.11         49.6        1.210        2.250
   37   82  119      869.980        5.176        4.485         4.97         0.11         59.7        1.530        2.740
   37   83  120      870.980        5.211        4.489         5.00         0.11         52.0        1.000        2.530
   37   84  121      871.600        5.253        4.498         5.03         0.13         44.8        0.620        1.620
   37   85  122      872.710        5.281        4.506         5.06         0.13         41.5        1.110        1.730
   37   86  123      873.210        5.324        4.516         5.09         0.14         39.6        0.500        1.610
   37   87  124      874.440        5.352        4.524         5.12         0.14         41.0        1.230        1.730
   37   88  125      874.820        5.387        4.535         5.15         0.15         42.7        0.380        1.610
   37   89  126      875.590        5.413        4.544         5.17         0.15         46.4        0.770        1.150
   37   90  127      878.950        5.445        4.558         5.20         0.15         49.9        3.360        4.130
   37   91  128      875.990        5.472        4.568         5.23         0.15         54.9       -2.960        0.400
   37   92  129      876.180        5.502        4.582         5.26         0.16         59.8        0.190       -2.770
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  38   Sr
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   38   45   83      720.080        4.214        4.153         4.19         0.10          3.7                          
   38   46   84      731.250        4.236        4.158         4.20         0.10          6.2       11.170             
   38   47   85      741.400        4.254        4.161         4.21         0.10          9.7       10.150       21.320
   38   48   86      751.170        4.274        4.164         4.23         0.09         18.8        9.770       19.920
   38   49   87      759.910        4.291        4.168         4.24         0.08         36.4        8.740       18.510
   38   50   88      769.200        4.314        4.173         4.25         0.08         59.5        9.290       18.030
   38   51   89      775.960        4.343        4.184         4.28         0.08         40.4        6.760       16.050
   38   52   90      782.300        4.380        4.203         4.31         0.11         29.0        6.340       13.100
   38   53   91      788.760        4.411        4.216         4.33         0.12         28.0        6.460       12.800
   38   54   92      794.600        4.450        4.238         4.36         0.13         29.1        5.840       12.300
   38   78  116      884.540        5.041        4.464         4.86         0.10         18.0                          
   38   79  117      886.300        5.068        4.473         4.88         0.10         26.9        1.760             
   38   80  118      888.010        5.097        4.481         4.91         0.10         35.3        1.710        3.470
   38   81  119      889.260        5.118        4.489         4.93         0.10         47.0        1.250        2.960
   38   82  120      890.720        5.145        4.496         4.95         0.10         59.9        1.460        2.710
   38   83  121      891.620        5.184        4.505         4.98         0.11         50.1        0.900        2.360
   38   84  122      893.260        5.223        4.510         5.01         0.12         42.0        1.640        2.540
   38   85  123      894.690        5.251        4.518         5.04         0.12         39.0        1.430        3.070
   38   86  124      895.610        5.291        4.529         5.07         0.13         37.2        0.920        2.350
   38   87  125      896.410        5.319        4.537         5.09         0.13         38.5        0.800        1.720
   38   88  126      896.980        5.354        4.547         5.12         0.14         40.8        0.570        1.370
   38   89  127      897.470        5.387        4.564         5.15         0.15         44.3        0.490        1.060
   38   90  128      897.490        5.418        4.585         5.18         0.15         48.5        0.020        0.510
   38   91  129      898.120        5.445        4.596         5.21         0.15         54.5        0.630        0.650
   38   92  130      898.700        5.476        4.608         5.24         0.16         59.8        0.580        1.210
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  39   Y 
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   39   45   84      726.300        4.217        4.175         4.20         0.09          2.9                          
   39   46   85      737.170        4.240        4.184         4.21         0.11          4.3       10.870             
   39   47   86      748.280        4.257        4.184         4.22         0.09          9.8       11.110       21.980
   39   48   87      758.750        4.276        4.188         4.24         0.09         17.9       10.470       21.580
   39   49   88      768.610        4.290        4.186         4.24         0.07         33.7        9.860       20.330
   39   50   89      778.050        4.311        4.193         4.26         0.07         58.8        9.440       19.300
   39   51   90      784.940        4.343        4.206         4.28         0.08         39.2        6.890       16.330
   39   52   91      792.210        4.381        4.224         4.31         0.11         27.5        7.270       14.160
   39   53   92      798.810        4.412        4.242         4.34         0.12         27.2        6.600       13.870
   39   54   93      805.060        4.450        4.262         4.37         0.14         29.1        6.250       12.850
   39   78  117      904.160        5.022        4.477         4.85         0.09         16.7                          
   39   79  118      906.180        5.046        4.487         4.87         0.09         23.5        2.020             
   39   80  119      907.870        5.071        4.494         4.89         0.09         33.4        1.690        3.710
   39   81  120      909.600        5.090        4.500         4.91         0.09         47.0        1.730        3.420
   39   82  121      911.570        5.111        4.511         4.93         0.09         59.3        1.970        3.700
   39   83  122      913.270        5.145        4.514         4.95         0.09         49.6        1.700        3.670
   39   84  123      913.720        5.191        4.529         4.99         0.11         40.8        0.450        2.150
   39   85  124      914.980        5.230        4.539         5.02         0.12         38.5        1.260        1.710
   39   86  125      915.890        5.266        4.552         5.05         0.13         35.7        0.910        2.170
   39   87  126      917.760        5.291        4.556         5.07         0.13         37.4        1.870        2.780
   39   88  127      918.350        5.329        4.571         5.11         0.14         39.5        0.590        2.460
   39   89  128      919.450        5.355        4.577         5.13         0.14         43.9        1.100        1.690
   39   90  129      919.110        5.389        4.598         5.16         0.15         47.1       -0.340        0.760
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  40   Zr
 
 ------------------------------------------------------------------------------------------------------------------
