 =======================================================================================================================
 Table: Nuclear properties of UNEDF1 model for B=1*10^16 G predicted by Skyrme3D code
 Authors: Wei jiang, Yan-jun Chen and Yu Guo
 Article: Symmetry energy effects on the outer crusts of non-accreting magnetars.   doi:???
 =======================================================================================================================
 
 --------------------------------------------------------------------------------------------------------------------
 Note:
 This is a highly detailed table predicting the properties of 4550 nuclides (Z = 26~124, N/A = 0.53~0.73)
 within the neutron drip line, including superheavy nuclei.
 --------------------------------------------------------------------------------------------------------------------
 
-------------------------------------------------------------------
         Table: Explanation of Symbols       
-------------------------------------------------------------------
 Symbol      |     unit          Description          
-------------------------------------------------------------------
      Z      |                 Proton number
      N      |                Neutron number
      A      |                   Mass number
      BE     |     MeV        Binding energy
      Rn     |     fm        The root mean-square radii of neutron
      Rp     |     fm        The root mean-square radii of proton
      Rt     |     fm  The root mean-square radii of total mass distribution
     beta    |                 Deformation parameter
    gamma    |     Degree       Triaxiality
-------------------------------------------------------------------
 
 
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  26   Fe
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   26        30        56           487.150          3.700          3.700           3.70           0.12            0.3
   26        31        57           495.335          3.800          3.700           3.73           0.13           20.0
   26        32        58           503.480          3.800          3.700           3.76           0.15           18.9
   26        33        59           510.605          3.900          3.700           3.80           0.18           15.4
   26        34        60           517.055          3.900          3.800           3.85           0.22           12.4
   26        35        61           523.725          4.000          3.800           3.87           0.22            6.5
   26        36        62           529.710          4.000          3.800           3.92           0.24            2.8
   26        37        63           536.660          4.000          3.800           3.94           0.24            0.4
   26        38        64           540.805          4.100          3.800           3.97           0.26            2.7
   26        39        65           549.015          4.100          3.800           3.99           0.24            2.3
   26        40        66           553.775          4.100          3.900           4.01           0.23            5.9
   26        41        67           559.255          4.100          3.900           4.02           0.21            9.7
   26        42        68           563.940          4.200          3.900           4.05           0.20           10.9
   26        43        69           569.135          4.200          3.900           4.06           0.19            7.4
   26        44        70           571.455          4.200          3.900           4.11           0.21            6.5
   26        45        71           576.665          4.200          3.900           4.12           0.19            2.0
   26        46        72           577.355          4.400          3.900           4.24           0.20            3.0
   26        47        73           583.055          4.300          3.900           4.17           0.18            6.4
   26        48        74           584.740          4.500          3.900           4.26           0.16            7.1
   26        49        75           587.895          4.400          3.900           4.23           0.17            1.7
   26        50        76           588.865          4.600          3.900           4.40           0.16            3.7
   26        51        77           591.255          4.500          3.900           4.27           0.13           27.2
   26        52        78           593.955          4.700          3.900           4.42           0.12            4.0
   26        53        79           596.000          4.500          3.900           4.32           0.10           20.1
   26        54        80           595.695          4.700          3.900           4.48           0.08           11.7
   26        55        81           595.200          4.800          3.900           4.54           0.08           23.1
   26        56        82           596.895          5.000          3.900           4.65           0.07           16.2
   26        57        83           597.685          5.000          3.900           4.70           0.07            3.6
   26        58        84           596.290          5.200          3.900           4.87           0.06            5.5
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  27   Co
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   27        30        57           492.235          3.700          3.700           3.70           0.08            1.9
   27        31        58           503.460          3.800          3.700           3.73           0.10           21.3
   27        32        59           512.790          3.800          3.700           3.77           0.12           25.9
   27        33        60           520.320          3.800          3.700           3.79           0.11           59.1
   27        34        61           529.060          3.900          3.800           3.82           0.12           60.0
   27        35        62           536.085          3.900          3.800           3.83           0.10           55.7
   27        36        63           543.675          3.900          3.800           3.86           0.09           44.4
   27        37        64           549.830          4.000          3.800           3.88           0.07           59.9
   27        38        65           556.830          4.000          3.800           3.90           0.06           60.0
   27        39        66           562.535          4.000          3.800           3.92           0.00           23.8
   27        40        67           570.050          4.000          3.800           3.95           0.00           17.2
   27        41        68           574.150          4.100          3.800           3.97           0.02            1.7
   27        42        69           579.170          4.100          3.800           4.00           0.05            0.7
   27        43        70           583.870          4.100          3.800           4.02           0.08            0.1
   27        44        71           589.400          4.200          3.900           4.05           0.10            0.0
   27        45        72           593.540          4.200          3.900           4.07           0.11            0.0
   27        46        73           598.585          4.200          3.900           4.10           0.12            0.1
   27        47        74           602.050          4.200          3.900           4.11           0.10            0.8
   27        48        75           606.120          4.200          3.900           4.13           0.09            3.3
   27        49        76           608.370          4.200          3.900           4.13           0.03           45.4
   27        50        77           611.930          4.300          3.900           4.15           0.04           59.9
   27        51        78           614.060          4.300          3.900           4.19           0.06           31.1
   27        52        79           616.345          4.400          3.900           4.23           0.08           22.1
   27        53        80           617.970          4.400          3.900           4.27           0.08           33.9
   27        54        81           620.030          4.500          3.900           4.30           0.09           36.5
   27        55        82           621.440          4.500          4.000           4.34           0.08           59.6
   27        56        83           623.440          4.600          4.000           4.37           0.08           59.9
   27        57        84           624.070          4.600          4.000           4.41           0.09           58.4
   27        58        85           623.610          4.700          4.000           4.46           0.12           51.5
   27        59        86           627.270          4.700          4.000           4.48           0.03           47.6
   27        60        87           627.880          4.800          4.000           4.52           0.05           44.0
   27        61        88           628.725          4.800          4.000           4.57           0.01           56.2
   27        62        89           628.820          4.900          4.000           4.61           0.02           58.7
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  28   Ni
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   28        30        58           500.950          3.700          3.700           3.70           0.05           15.5
   28        31        59           511.230          3.800          3.700           3.74           0.09           32.6
   28        32        60           520.915          3.800          3.800           3.78           0.12           31.1
   28        33        61           529.815          3.800          3.800           3.80           0.12           60.0
   28        34        62           539.090          3.900          3.800           3.84           0.13           60.0
   28        35        63           547.700          3.900          3.800           3.84           0.10           58.6
   28        36        64           555.470          3.900          3.800           3.86           0.09           48.5
   28        37        65           562.500          4.000          3.800           3.88           0.07           60.0
   28        38        66           570.145          4.000          3.800           3.91           0.06           60.0
   28        39        67           576.770          4.000          3.800           3.93           0.00           15.1
   28        40        68           584.830          4.000          3.800           3.95           0.00           48.1
   28        41        69           589.460          4.100          3.800           3.97           0.02            5.9
   28        42        70           594.650          4.100          3.900           4.00           0.05            4.3
   28        43        71           599.400          4.100          3.900           4.02           0.07            0.3
   28        44        72           604.900          4.200          3.900           4.05           0.10            0.0
   28        45        73           609.390          4.200          3.900           4.07           0.10            0.0
   28        46        74           614.810          4.200          3.900           4.10           0.11            0.1
   28        47        75           618.990          4.200          3.900           4.11           0.09            0.5
   28        48        76           623.840          4.200          3.900           4.12           0.08            1.9
   28        49        77           629.485          4.200          3.900           4.12           0.01           59.8
   28        50        78           634.700          4.300          3.900           4.14           0.01           59.9
   28        51        79           636.180          4.300          3.900           4.18           0.04           25.9
   28        52        80           637.910          4.400          4.000           4.22           0.07           21.2
   28        53        81           639.970          4.400          4.000           4.25           0.07           35.5
   28        54        82           642.190          4.500          4.000           4.29           0.08           36.4
   28        55        83           644.220          4.500          4.000           4.32           0.07           59.8
   28        56        84           646.455          4.500          4.000           4.35           0.07           59.9
   28        57        85           646.365          4.600          4.000           4.40           0.10           57.5
   28        58        86           646.120          4.600          4.000           4.44           0.14           58.8
   28        59        87           651.245          4.700          4.000           4.46           0.03           46.7
   28        60        88           651.110          4.700          4.000           4.50           0.06           42.9
   28        61        89           653.175          4.800          4.000           4.54           0.02           58.3
   28        62        90           651.645          4.800          4.000           4.56           0.06           59.8
   28        63        91           653.230          4.800          4.000           4.61           0.03           45.1
   28        64        92           652.545          4.900          4.000           4.64           0.05           46.6
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  29   Cu
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   29        40        69           591.370          4.100          3.900           4.04           0.24            3.7
   29        41        70           600.710          4.100          3.900           3.98           0.02           24.3
   29        42        71           606.450          4.100          3.900           4.00           0.05            4.8
   29        43        72           612.000          4.100          3.900           4.03           0.07            0.3
   29        44        73           618.640          4.200          3.900           4.06           0.10            0.0
   29        45        74           623.810          4.200          3.900           4.08           0.10            0.0
   29        46        75           629.960          4.200          3.900           4.10           0.11            0.0
   29        47        76           634.345          4.200          3.900           4.11           0.09            0.3
   29        48        77           639.475          4.200          4.000           4.13           0.09            1.3
   29        49        78           643.140          4.200          3.900           4.13           0.02           58.8
   29        50        79           648.720          4.300          4.000           4.15           0.01           60.0
   29        51        80           651.485          4.300          4.000           4.18           0.05           27.3
   29        52        81           654.620          4.300          4.000           4.22           0.07           20.5
   29        53        82           657.050          4.400          4.000           4.25           0.08           29.8
   29        54        83           659.800          4.400          4.000           4.28           0.08           31.3
   29        55        84           661.975          4.500          4.000           4.31           0.07           59.5
   29        56        85           664.650          4.500          4.000           4.34           0.07           59.9
   29        57        86           664.790          4.600          4.000           4.39           0.11           58.1
   29        58        87           665.605          4.600          4.100           4.43           0.14           60.0
   29        59        88           669.415          4.600          4.000           4.44           0.05           39.0
   29        60        89           669.300          4.700          4.000           4.48           0.09           41.8
   29        61        90           671.055          4.700          4.000           4.51           0.05           59.3
   29        62        91           671.340          4.700          4.100           4.54           0.08           59.9
   29        63        92           671.880          4.800          4.100           4.58           0.06           47.3
   29        64        93           671.745          4.800          4.100           4.60           0.08           46.5
   29        65        94           672.890          4.900          4.100           4.64           0.05           59.7
   29        66        95           672.820          4.900          4.100           4.66           0.05           59.4
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  30   Zn
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   30        40        70           600.850          4.100          4.000           4.04           0.22            3.6
   30        41        71           610.010          4.100          3.900           3.99           0.02           28.0
   30        42        72           616.485          4.100          3.900           4.02           0.05            5.1
   30        43        73           623.090          4.100          3.900           4.04           0.08            0.2
   30        44        74           630.900          4.200          3.900           4.07           0.10            0.0
   30        45        75           636.930          4.200          4.000           4.09           0.11            0.0
   30        46        76           643.950          4.200          4.000           4.11           0.11            0.0
   30        47        77           648.530          4.200          4.000           4.12           0.10            0.2
   30        48        78           653.940          4.200          4.000           4.14           0.09            1.1
   30        49        79           656.565          4.200          4.000           4.14           0.02           51.9
   30        50        80           662.760          3.000          4.000           4.15           0.02           59.7
   30        51        81           666.190          4.300          4.000           4.19           0.05           29.4
   30        52        82           670.275          4.300          4.000           4.22           0.08           20.1
   30        53        83           673.165          4.400          4.000           4.25           0.08           25.6
   30        54        84           676.405          4.400          4.000           4.28           0.09           27.0
   30        55        85           678.610          4.500          4.000           4.31           0.08           58.3
   30        56        86           681.645          4.500          4.000           4.34           0.08           59.6
   30        57        87           682.735          4.500          4.100           4.38           0.11           59.0
   30        58        88           684.405          4.600          4.100           4.43           0.14           60.0
   30        59        89           686.800          4.600          4.100           4.44           0.08           34.7
   30        60        90           688.085          4.700          4.100           4.47           0.11           41.6
   30        61        91           689.415          4.700          4.100           4.49           0.07           58.3
   30        62        92           690.770          4.700          4.100           4.52           0.09           59.8
   30        63        93           691.095          4.800          4.100           4.55           0.09           54.0
   30        64        94           691.280          4.800          4.100           4.58           0.09           53.3
   30        65        95           692.840          4.800          4.100           4.62           0.05           59.6
   30        66        96           693.275          4.800          4.100           4.64           0.06           59.5
   30        67        97           692.770          4.900          4.200           4.66           0.04           58.4
   30        68        98           692.880          4.900          4.200           4.68           0.03           54.4
   30        69        99           692.460          4.900          4.200           4.70           0.00            7.9
   30        70       100           693.315          4.900          4.200           4.72           0.00           12.4
   30        71       101           692.360          5.000          4.200           4.76           0.02            1.1
   30        72       102           692.695          5.000          4.200           4.77           0.05            0.3
   30        73       103           695.525          5.100          4.200           4.87           0.11            0.1
   30        74       104           694.470          5.000          4.300           4.84           0.09            0.2
   30        75       105           696.390          5.300          4.300           5.01           0.14            5.0
   30        76       106           694.960          5.200          4.300           4.93           0.12            6.2
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  31   Ga
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   31        40        71           610.150          4.100          4.000           4.06           0.23           10.1
   31        41        72           618.455          4.100          3.900           4.00           0.02           12.0
   31        42        73           625.870          4.100          3.900           4.03           0.05            4.4
   31        43        74           633.350          4.100          4.000           4.05           0.08            0.2
   31        44        75           641.760          4.200          4.000           4.08           0.10            0.0
   31        45        76           648.530          4.200          4.000           4.10           0.11            0.0
   31        46        77           656.170          4.200          4.000           4.12           0.11            0.0
