 =======================================================================================================================
 Table: Nuclear properties of UNEDF1 model for B=1*10^14 G predicted by Skyrme3D code
 Authors: Wei jiang, Yan-jun Chen and Yu Guo
 Article: Symmetry energy effects on the outer crusts of non-accreting magnetars.   doi:???
 =======================================================================================================================
 
 --------------------------------------------------------------------------------------------------------------------
 Note:
 This is a highly detailed table predicting the properties of 4601 nuclides (Z = 26~124, N/A = 0.53~0.73)
 within the neutron drip line, including superheavy nuclei.
 --------------------------------------------------------------------------------------------------------------------
 
-------------------------------------------------------------------
         Table: Explanation of Symbols       
-------------------------------------------------------------------
 Symbol      |     unit          Description          
-------------------------------------------------------------------
      Z      |                 Proton number
      N      |                Neutron number
      A      |                   Mass number
      BE     |     MeV        Binding energy
      Rn     |     fm        The root mean-square radii of neutron
      Rp     |     fm        The root mean-square radii of proton
      Rt     |     fm  The root mean-square radii of total mass distribution
     beta    |                 Deformation parameter
    gamma    |     Degree       Triaxiality
     S1n     |     MeV      One-neutron separation energy
     S2n     |     MeV      two-neutron separation energy
-------------------------------------------------------------------
 
 
 -------------------------------------------------------------------------------------------------------------------
 
  Z=  26   Fe
 
 -------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
   26   45   71      582.700        4.200        3.900         4.12         0.19          2.3        4.310        8.550
   26   46   72      586.340        4.600        3.900         4.34         0.20          3.7        3.640        7.950
   26   47   73      589.460        4.300        3.900         4.19         0.18          8.0        3.120        6.760
   26   48   74      592.220        4.600        3.900         4.37         0.17          8.6        2.760        5.880
   26   49   75      594.560        4.400        3.900         4.25         0.17          2.4        2.340        5.100
   26   50   76      597.090        4.700        3.900         4.47         0.17          3.9        2.530        4.870
   26   51   77      599.300        4.500        3.900         4.29         0.14         31.2        2.210        4.740
   26   52   78      601.260        4.700        3.900         4.48         0.13          3.8        1.960        4.170
   26   53   79      603.120        4.500        3.900         4.34         0.10         20.6        1.860        3.820
   26   54   80      604.620        4.800        3.900         4.53         0.08         11.1        1.500        3.360
   26   55   81      606.260        5.000        3.900         4.66         0.09         25.9        1.640        3.140
   26   56   82      607.520        5.000        3.900         4.70         0.07         20.8        1.260        2.900
   26   57   83      606.790        5.100        3.900         4.76         0.07          2.3       -0.730        0.530
   26   58   84      605.540        5.300        3.900         4.94         0.06          4.4       -1.250       -1.980
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  27   Co
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   27   30   57      497.760        3.800        3.700         3.73         0.07         17.9                          
   27   31   58      507.360        3.800        3.700         3.73         0.11         20.9        9.600             
   27   32   59      516.370        3.800        3.700         3.77         0.12         25.7        9.010       18.610
   27   33   60      525.040        3.800        3.700         3.79         0.11         59.1        8.670       17.680
   27   34   61      533.360        3.900        3.800         3.82         0.12         60.0        8.320       16.990
   27   35   62      541.180        3.900        3.800         3.83         0.09         52.6        7.820       16.140
   27   36   63      548.350        3.900        3.800         3.86         0.09         43.3        7.170       14.990
   27   37   64      555.550        4.000        3.800         3.88         0.07         60.0        7.200       14.370
   27   38   65      562.220        4.000        3.800         3.90         0.06         60.0        6.670       13.870
   27   39   66      569.190        4.000        3.800         3.92         0.00         37.9        6.970       13.640
   27   40   67      575.580        4.000        3.800         3.95         0.00         46.1        6.390       13.360
   27   41   68      580.290        4.100        3.800         3.97         0.02          0.8        4.710       11.100
   27   42   69      584.810        4.100        3.800         3.99         0.05          0.4        4.520        9.230
   27   43   70      590.170        4.100        3.800         4.02         0.08          0.2        5.360        9.880
   27   44   71      594.890        4.200        3.900         4.05         0.10          0.1        4.720       10.080
   27   45   72      599.770        4.200        3.900         4.07         0.11          0.3        4.880        9.600
   27   46   73      603.970        4.200        3.900         4.10         0.12          0.8        4.200        9.080
   27   47   74      607.780        4.200        3.900         4.11         0.10          3.1        3.810        8.010
   27   48   75      611.080        4.200        3.900         4.13         0.09          8.4        3.300        7.110
   27   49   76      614.340        4.300        3.900         4.14         0.05         48.2        3.260        6.560
   27   50   77      617.270        4.300        3.900         4.17         0.07         60.0        2.930        6.190
   27   51   78      619.790        4.300        3.900         4.20         0.07         39.5        2.520        5.450
   27   52   79      622.040        4.400        3.900         4.24         0.09         27.6        2.250        4.770
   27   53   80      624.190        4.400        3.900         4.27         0.09         33.4        2.150        4.400
   27   54   81      625.950        4.500        4.000         4.31         0.10         33.6        1.760        3.910
   27   55   82      627.860        4.500        4.000         4.34         0.09         58.5        1.910        3.670
   27   56   83      629.310        4.600        4.000         4.38         0.09         59.2        1.450        3.360
   27   57   84      628.720        4.600        4.000         4.42         0.12         57.7       -0.590        0.860
   27   58   85      628.240        4.700        4.000         4.46         0.14         57.3       -0.480       -1.070
   27   59   86      631.030        4.700        4.000         4.49         0.09         41.8        2.790        2.310
   27   60   87      630.430        4.700        4.000         4.52         0.11         44.4       -0.600        2.190
   27   61   88      632.780        4.800        4.000         4.55         0.06         58.6        2.350        1.750
   27   62   89      631.980        4.800        4.000         4.58         0.08         59.3       -0.800        1.550
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  28   Ni
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   28   30   58      503.830        3.700        3.700         3.71         0.06          8.6                          
   28   31   59      514.290        3.800        3.700         3.74         0.10         30.5       10.460             
   28   32   60      524.010        3.800        3.800         3.78         0.12         30.8        9.720       20.180
   28   33   61      533.640        3.800        3.800         3.80         0.12         60.0        9.630       19.350
   28   34   62      542.700        3.900        3.800         3.83         0.13         60.0        9.060       18.690
   28   35   63      551.100        3.895        3.779         3.84         0.10         56.8        8.400       17.460
   28   36   64      558.890        3.900        3.800         3.86         0.09         47.1        7.790       16.190
   28   37   65      566.780        4.000        3.800         3.88         0.07         60.0        7.890       15.680
   28   38   66      574.110        4.000        3.800         3.91         0.06         60.0        7.330       15.220
   28   39   67      581.680        4.000        3.800         3.93         0.00         46.4        7.570       14.900
   28   40   68      588.700        4.000        3.800         3.95         0.00         46.4        7.020       14.590
   28   41   69      594.040        4.100        3.800         3.97         0.02          2.9        5.340       12.360
   28   42   70      599.150        4.100        3.900         4.00         0.05          1.8        5.110       10.450
   28   43   71      605.060        4.100        3.900         4.02         0.07          0.6        5.910       11.020
   28   44   72      610.280        4.200        3.900         4.05         0.09          0.1        5.220       11.130
   28   45   73      615.760        4.200        3.900         4.07         0.10          0.2        5.480       10.700
   28   46   74      620.510        4.200        3.900         4.10         0.11          0.5        4.750       10.230
   28   47   75      624.990        4.200        3.900         4.11         0.09          2.3        4.480        9.230
   28   48   76      628.910        4.200        3.900         4.12         0.08          6.6        3.920        8.400
   28   49   77      633.110        4.200        3.900         4.13         0.03         59.9        4.200        8.120
   28   50   78      636.580        4.300        3.900         4.15         0.04         60.0        3.470        7.670
   28   51   79      639.290        4.300        3.900         4.18         0.05         35.2        2.710        6.180
   28   52   80      641.710        4.400        4.000         4.22         0.08         25.5        2.420        5.130
   28   53   81      644.100        4.400        4.000         4.25         0.08         34.6        2.390        4.810
   28   54   82      646.140        4.500        4.000         4.29         0.09         34.2        2.040        4.430
   28   55   83      648.340        4.500        4.000         4.32         0.08         59.3        2.200        4.240
   28   56   84      650.100        4.500        4.000         4.36         0.09         59.5        1.760        3.960
   28   57   85      649.840        4.600        4.000         4.40         0.12         59.3       -0.260        1.500
   28   58   86      649.810        4.600        4.000         4.44         0.14         59.8       -0.030       -0.290
   28   59   87      652.620        4.700        4.000         4.46         0.09         42.3        2.810        2.780
   28   60   88      652.340        4.700        4.000         4.50         0.11         46.4       -0.280        2.530
   28   61   89      654.970        4.700        4.000         4.53         0.06         59.4        2.630        2.350
   28   62   90      654.530        4.800        4.000         4.55         0.08         59.8       -0.440        2.190
   28   63   91      653.800        4.800        4.100         4.58         0.08         56.8       -0.730       -1.170
   28   64   92      652.950        4.800        4.100         4.61         0.09         56.8       -0.850       -1.580
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  29   Cu
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   29   40   69      600.430        4.100        3.900         4.04         0.24          4.0                          
   29   41   70      606.360        4.100        3.900         3.98         0.02         14.4        5.930             
   29   42   71      612.110        4.100        3.900         4.00         0.05          2.1        5.750       11.680
   29   43   72      618.690        4.100        3.900         4.03         0.07          0.6        6.580       12.330
   29   44   73      624.540        4.200        3.900         4.06         0.10          0.1        5.850       12.430
   29   45   74      630.650        4.200        3.900         4.08         0.10          0.2        6.110       11.960
   29   46   75      636.000        4.200        3.900         4.10         0.11          0.3        5.350       11.460
   29   47   76      641.060        4.200        3.900         4.11         0.09          1.7        5.060       10.410
   29   48   77      645.560        4.200        4.000         4.13         0.09          5.0        4.500        9.560
   29   49   78      650.180        4.200        3.900         4.13         0.04         59.2        4.620        9.120
   29   50   79      654.280        4.300        4.000         4.15         0.04         60.0        4.100        8.720
   29   51   80      657.320        4.300        4.000         4.18         0.06         33.9        3.040        7.140
   29   52   81      660.140        4.300        4.000         4.22         0.08         23.6        2.820        5.860
   29   53   82      662.840        4.400        4.000         4.25         0.08         31.2        2.700        5.520
   29   54   83      665.190        4.400        4.000         4.29         0.09         31.1        2.350        5.050
   29   55   84      667.670        4.500        4.000         4.32         0.08         57.9        2.480        4.830
   29   56   85      669.690        4.500        4.000         4.35         0.09         58.8        2.020        4.500
   29   57   86      669.990        4.600        4.000         4.39         0.12         59.7        0.300        2.320
   29   58   87      670.510        4.600        4.100         4.43         0.14         60.0        0.520        0.820
   29   59   88      673.080        4.600        4.000         4.45         0.10         41.2        2.570        3.090
   29   60   89      673.430        4.700        4.100         4.48         0.12         46.2        0.350        2.920
   29   61   90      675.910        4.700        4.000         4.51         0.07         58.9        2.480        2.830
   29   62   91      676.070        4.700        4.100         4.54         0.09         59.6        0.160        2.640
   29   63   92      675.760        4.800        4.100         4.56         0.09         58.5       -0.310       -0.150
   29   64   93      675.370        4.800        4.100         4.59         0.09         58.4       -0.390       -0.700
   29   65   94      677.730        4.900        4.100         4.64         0.05         59.2        2.360        1.970
   29   66   95      677.470        4.900        4.100         4.66         0.05         58.7       -0.260        2.100
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  30   Zn
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   30   40   70      610.850        4.100        3.900         4.03         0.21          4.6                          
   30   41   71      617.400        4.100        3.900         3.99         0.02         29.0        6.550             
   30   42   72      623.820        4.100        3.900         4.01         0.05          2.4        6.420       12.970
   30   43   73      631.070        4.100        3.900         4.04         0.08          0.5        7.250       13.670
   30   44   74      637.600        4.200        3.900         4.07         0.10          0.1        6.530       13.780
   30   45   75      644.360        4.200        4.000         4.09         0.11          0.1        6.760       13.290
   30   46   76      650.340        4.200        4.000         4.11         0.11          0.2        5.980       12.740
   30   47   77      655.960        4.200        4.000         4.12         0.10          1.3        5.620       11.600
   30   48   78      661.020        4.200        4.000         4.14         0.09          4.2        5.060       10.680
   30   49   79      666.000        4.200        4.000         4.14         0.04         55.1        4.980       10.040
   30   50   80      670.680        4.300        4.000         4.16         0.04         59.9        4.680        9.660
   30   51   81      674.130        4.300        4.000         4.19         0.06         33.8        3.450        8.130
   30   52   82      677.390        4.300        4.000         4.22         0.08         22.2        3.260        6.710
   30   53   83      680.440        4.400        4.000         4.25         0.09         28.1        3.050        6.310
   30   54   84      683.120        4.400        4.000         4.29         0.10         28.1        2.680        5.730
   30   55   85      685.840        4.500        4.000         4.32         0.09         53.9        2.720        5.400
   30   56   86      688.120        4.500        4.000         4.35         0.10         56.7        2.280        5.000
   30   57   87      689.110        4.500        4.100         4.39         0.12         59.8        0.990        3.270
   30   58   88      690.200        4.600        4.100         4.43         0.14         60.0        1.090        2.080
   30   59   89      692.690        4.600        4.100         4.44         0.11         39.6        2.490        3.580
   30   60   90      693.650        4.700        4.100         4.47         0.12         45.1        0.960        3.450
   30   61   91      695.880        4.700        4.100         4.49         0.08         56.7        2.230        3.190
   30   62   92      696.680        4.700        4.100         4.52         0.10         59.0        0.800        3.030
   30   63   93      696.870        4.700        4.100         4.55         0.10         58.8        0.190        0.990
   30   64   94      696.920        4.800        4.100         4.58         0.10         58.8        0.050        0.240
   30   65   95      699.100        4.800        4.100         4.62         0.05         58.7        2.180        2.230
   30   66   96      699.280        4.800        4.100         4.64         0.06         58.6        0.180        2.360
   30   67   97      699.260        4.900        4.200         4.66         0.04         58.8       -0.020        0.160
   30   68   98      699.180        4.900        4.200         4.68         0.03         57.5       -0.080       -0.100
   30   69   99      699.730        4.900        4.200         4.70         0.00         13.5        0.550        0.470
   30   70  100      699.790        4.900        4.200         4.72         0.00          1.5        0.060        0.610
   30   71  101      698.830        5.000        4.200         4.76         0.02          0.7       -0.960       -0.900
   30   72  102      698.270        5.000        4.200         4.77         0.05          0.3       -0.560       -1.520
   30   73  103      699.360        5.000        4.200         4.83         0.11          0.5        1.090        0.530
   30   74  104      698.530        5.000        4.300         4.84         0.09          0.7       -0.830        0.260
   30   75  105      699.540        5.100        4.300         4.90         0.13          5.9        1.010        0.180
   30   76  106      698.390        5.100        4.300         4.90         0.12          6.8       -1.150       -0.140
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  31   Ga
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   31   40   71      620.290        4.100        4.000         4.05         0.22         11.0                          
   31   41   72      627.510        4.100        3.900         4.00         0.02          6.3        7.220             
   31   42   73      634.510        4.100        3.900         4.03         0.05          2.1        7.000       14.220
   31   43   74      642.390        4.100        4.000         4.05         0.08          0.4        7.880       14.880
   31   44   75      649.570        4.200        4.000         4.08         0.10          0.1        7.180       15.060
   31   45   76      656.970        4.200        4.000         4.10         0.11          0.1        7.400       14.580
   31   46   77      663.580        4.200        4.000         4.12         0.11          0.2        6.610       14.010
   31   47   78      669.820        4.200        4.000         4.13         0.10          1.1        6.240       12.850
   31   48   79      675.470        4.200        4.000         4.14         0.09          3.5        5.650       11.890
   31   49   80      680.920        4.200        4.000         4.15         0.04         50.4        5.450       11.100
   31   50   81      686.180        6.300        4.700         5.72         0.16         47.0        5.260       10.710
   31   52   83      693.700        0.000        0.000         4.23         0.09         24.8                     7.520
   31   53   84      697.120        0.000        0.000         4.26         0.09         28.2        3.420             
   31   54   85      700.150        0.000        0.000         4.29         0.11         26.9        3.030        6.450
   31   55   86      703.110        0.000        0.000         4.32         0.10         46.5        2.960        5.990
   31   56   87      705.390        0.000        0.000         4.36         0.12         48.7        2.280        5.240
   31   57   88      707.380        0.000        0.000         4.39         0.12         59.6        1.990        4.270
   31   58   89      709.050        0.000        0.000         4.43         0.14         60.0        1.670        3.660
   31   59   90      711.560        0.000        0.000         4.44         0.12         40.8        2.510        4.180
   31   60   91      713.030        0.000        0.000         4.47         0.13         45.6        1.470        3.980
   31   61   92      715.060        0.000        0.000         4.49         0.10         53.1        2.030        3.500
   31   62   93      716.540        0.000        0.000         4.52         0.11         56.7        1.480        3.510
   31   63   94      717.200        0.000        0.000         4.54         0.10         59.3        0.660        2.140
   31   64   95      717.710        0.000        0.000         4.57         0.10         58.9        0.510        1.170
   31   65   96      719.760        0.000        0.000         4.60         0.06         55.8        2.050        2.560
   31   66   97      720.380        0.000        0.000         4.63         0.06         57.4        0.620        2.670
   31   67   98      720.730        0.000        0.000         4.65         0.05         58.1        0.350        0.970
   31   68   99      721.030        0.000        0.000         4.66         0.04         55.9        0.300        0.650
   31   69  100      721.960        0.000        0.000         4.68         0.00         41.3        0.930        1.230
   31   70  101      722.410        0.000        0.000         4.70         0.00         42.9        0.450        1.380
   31   71  102      721.900        0.000        0.000         4.73         0.02          7.2       -0.510       -0.060
   31   72  103      721.650        0.000        0.000         4.75         0.05          3.8       -0.250       -0.760
   31   73  104      723.020        5.000        4.300         4.82         0.10          1.3        1.370        1.120
   31   74  105      722.570        5.000        4.300         4.81         0.09          0.6       -0.450        0.920
   31   75  106      723.790        5.100        4.300         4.85         0.13          5.2        1.220        0.770
   31   76  107      723.100        5.100        4.300         4.86         0.11          5.8       -0.690        0.530
   31   77  108      723.360        5.100        4.300         4.92         0.14         15.6        0.260       -0.430
   31   78  109      722.630        5.100        4.300         4.93         0.12         16.8       -0.730       -0.470
   31   79  110      722.700        5.200        4.300         5.00         0.14         24.8        0.070       -0.660
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  32   Ge
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   32   40   72      628.790        4.100        4.000         4.08         0.23         13.7                          
   32   41   73      636.650        4.100        4.000         4.02         0.02          7.2        7.860             
   32   42   74      644.290        4.100        4.000         4.04         0.05          2.2        7.640       15.500
   32   43   75      652.780        4.100        4.000         4.06         0.08          0.6        8.490       16.130
   32   44   76      660.550        4.200        4.000         4.09         0.10          0.2        7.770       16.260
   32   45   77      668.580        4.200        4.000         4.11         0.11          0.1        8.030       15.800
   32   46   78      675.770        4.200        4.000         4.13         0.11          0.2        7.190       15.220
   32   47   79      682.660        4.200        4.000         4.14         0.10          0.9        6.890       14.080
   32   48   80      688.910        4.200        4.000         4.15         0.09          2.7        6.250       13.140
   32   49   81      694.890        4.200        4.000         4.16         0.04         51.5        5.980       12.230
   32   50   82      700.730        4.300        4.000         4.17         0.04         60.0        5.840       11.820
   32   51   83      704.825        4.300        4.000         4.20         0.06         35.1        4.095        9.935
   32   52   84      709.040        4.300        4.100         4.23         0.08         22.9        4.215        8.310
   32   53   85      712.850        4.400        4.100         4.26         0.09         26.4        3.810        8.025
   32   54   86      716.260        4.400        4.100         4.29         0.11         25.6        3.410        7.220
   32   55   87      719.460        4.500        4.100         4.32         0.10         44.7        3.200        6.610
   32   56   88      722.060        4.500        4.100         4.36         0.12         45.6        2.600        5.800
   32   57   89      724.750        4.500        4.100         4.39         0.13         59.9        2.690        5.290
   32   58   90      727.000        4.600        4.200         4.42         0.14         60.0        2.250        4.940
   32   59   91      729.560        4.600        4.100         4.44         0.12         43.2        2.560        4.810
   32   60   92      731.580        4.600        4.200         4.47         0.13         46.4        2.020        4.580
   32   61   93      733.750        4.700        4.200         4.49         0.11         55.1        2.170        4.190
   32   62   94      735.600        4.700        4.200         4.51         0.11         56.8        1.850        4.020
   32   63   95      736.750        4.700        4.200         4.54         0.11         59.9        1.150        3.000
   32   64   96      737.720        4.700        4.200         4.56         0.10         59.9        0.970        2.120
   32   65   97      739.680        4.800        4.200         4.59         0.07         55.8        1.960        2.930
   32   66   98      740.750        4.800        4.200         4.61         0.06         58.1        1.070        3.030
   32   67   99      741.480        4.800        4.200         4.63         0.05         59.5        0.730        1.800
   32   68  100      742.160        4.800        4.200         4.65         0.04         59.0        0.680        1.410
   32   69  101      743.480        4.900        4.200         4.67         0.00         16.5        1.320        2.000
   32   70  102      744.320        4.900        4.200         4.69         0.00          4.6        0.840        2.160
   32   71  103      744.250        4.900        4.300         4.71         0.02          2.3       -0.070        0.770
   32   72  104      744.340        4.900        4.300         4.74         0.04          0.5        0.090        0.020
   32   73  105      745.900        5.000        4.300         4.78         0.10          0.4        1.560        1.650
   32   74  106      745.870        5.000        4.300         4.79         0.08          0.5       -0.030        1.530
   32   75  107      747.420        5.000        4.300         4.82         0.12          3.8        1.550        1.520
   32   76  108      747.100        5.000        4.300         4.83         0.10          4.3       -0.320        1.230
   32   77  109      747.610        5.100        4.300         4.88         0.13         14.1        0.510        0.190
   32   78  110      747.230        5.100        4.400         4.89         0.12         14.9       -0.380        0.130
   32   79  111      747.240        5.200        4.400         4.96         0.14         25.9        0.010       -0.370
   32   80  112      746.850        5.200        4.400         4.97         0.12         29.1       -0.390       -0.380
   32   81  113      746.480        5.200        4.400         5.01         0.14         60.0       -0.370       -0.760
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  33   As
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   33   40   73      636.520        4.100        4.000         4.06         0.19          7.1                          
   33   41   74      644.970        4.100        4.000         4.03         0.02          6.3        8.450             
   33   42   75      653.210        4.100        4.000         4.05         0.05          2.8        8.240       16.690
   33   43   76      662.290        4.100        4.000         4.07         0.07          0.8        9.080       17.320
   33   44   77      670.610        4.200        4.000         4.10         0.09          0.2        8.320       17.400
   33   45   78      679.270        4.200        4.000         4.12         0.10          0.1        8.660       16.980
   33   46   79      687.040        4.200        4.000         4.14         0.11          0.2        7.770       16.430
   33   47   80      694.570        4.200        4.000         4.15         0.10          0.7        7.530       15.300
   33   48   81      701.420        4.200        4.000         4.16         0.09          2.0        6.850       14.380
   33   49   82      708.030        4.200        4.000         4.16         0.03         56.9        6.610       13.460
   33   50   83      714.460        4.300        4.000         4.18         0.03         60.0        6.430       13.040
   33   51   84      718.925        4.300        4.100         4.21         0.06         35.7        4.465       10.895
   33   52   85      723.550        4.300        4.100         4.24         0.08         23.9        4.625        9.090
   33   53   86      727.750        4.400        4.100         4.26         0.09         26.5        4.200        8.825
   33   54   87      731.530        4.400        4.100         4.29         0.10         25.1        3.780        7.980
   33   55   88      735.050        4.400        4.100         4.32         0.11         43.0        3.520        7.300
   33   56   89      738.070        4.500        4.100         4.36         0.12         45.1        3.020        6.540
   33   57   90      741.280        4.500        4.200         4.39         0.13         60.0        3.210        6.230
   33   58   91      744.090        4.600        4.200         4.43         0.15         60.0        2.810        6.020
   33   59   92      746.850        4.600        4.200         4.44         0.13         51.0        2.760        5.570
   33   60   93      749.320        4.600        4.200         4.46         0.13         48.0        2.470        5.230
   33   61   94      751.790        4.600        4.200         4.48         0.12         55.0        2.470        4.940
   33   62   95      753.920        4.700        4.200         4.51         0.11         55.5        2.130        4.600
   33   63   96      755.580        4.700        4.200         4.53         0.11         60.0        1.660        3.790
   33   64   97      757.000        4.700        4.200         4.56         0.11         60.0        1.420        3.080
   33   65   98      758.980        4.800        4.200         4.58         0.07         55.6        1.980        3.400
   33   66   99      760.460        4.800        4.200         4.60         0.07         57.5        1.480        3.460
   33   67  100      761.590        4.800        4.200         4.62         0.05         59.8        1.130        2.610
   33   68  101      762.660        4.800        4.200         4.64         0.04         59.5        1.070        2.200
   33   69  102      764.360        4.800        4.300         4.66         0.00          5.4        1.700        2.770
   33   70  103      765.610        4.900        4.300         4.68         0.00          5.3        1.250        2.950
   33   71  104      765.970        4.900        4.300         4.70         0.02          1.4        0.360        1.610
   33   72  105      766.410        4.900        4.300         4.72         0.04          0.8        0.440        0.800
   33   73  106      768.110        4.900        4.300         4.76         0.09          0.5        1.700        2.140
   33   74  107      768.520        5.000        4.300         4.77         0.08          0.7        0.410        2.110
   33   75  108      770.350        5.000        4.300         4.80         0.11          2.4        1.830        2.240
   33   76  109      770.450        5.000        4.300         4.81         0.10          2.8        0.100        1.930
   33   77  110      771.240        5.000        4.400         4.85         0.12          9.9        0.790        0.890
   33   78  111      771.240        5.000        4.400         4.86         0.11         11.0                     0.790
   33   79  112      771.230        5.100        4.400         4.90         0.12         22.7       -0.010       -0.010
   33   80  113      771.110        5.100        4.400         4.92         0.11         30.0       -0.120       -0.130
   33   81  114      771.030        5.200        4.400         4.97         0.13         60.0       -0.080       -0.200
   33   82  115      771.180        5.200        4.400         4.99         0.12         60.0        0.150        0.070
   33   83  116      771.090        5.200        4.400         5.02         0.12         51.0       -0.090        0.060
 ------------------------------------------------------------------------------------------------------------------
 
  Z=  34   Se
 
 ------------------------------------------------------------------------------------------------------------------
   Z    N    A           BE           Rn           Rp           Rt         beta        gamma          S1n          S2n
 ------------------------------------------------------------------------------------------------------------------
   34   40   74      643.570        4.100        4.100         4.09         0.20         10.6                          
   34   41   75      652.670        4.100        4.000         4.05         0.02         21.5        9.100             
   34   42   76      661.530        4.100        4.000         4.07         0.05         18.7        8.860       17.960
   34   43   77      671.120        4.100        4.000         4.09         0.07          3.1        9.590       18.450
   34   44   78      679.970        4.200        4.000         4.11         0.09          0.8        8.850       18.440
   34   45   79      689.170        4.200        4.000         4.13         0.10          0.6        9.200       18.050
   34   46   80      697.520        4.200        4.100         4.15         0.11          0.5        8.350       17.550
   34   47   81      705.630        4.200        4.100         4.16         0.09          1.6        8.110       16.460
   34   48   82      713.080        4.200        4.100         4.17         0.09          3.2        7.450       15.560
   34   49   83      720.350        4.200        4.100         4.17         0.03         55.4        7.270       14.720
   34   50   84      727.360        4.300        4.100         4.19         0.02         60.0        7.010       14.280
   34   51   85      732.200        4.300        4.100         4.21         0.05         35.9        4.840       11.850
   34   52   86      737.160        4.300        4.100         4.24         0.08         24.8        4.960        9.800
   34   53   87      741.760        4.400        4.100         4.27         0.08         26.6        4.600        9.560
   34   54   88      745.920        4.400        4.100         4.30         0.10         24.7        4.160        8.760
   34   55   89      749.770        4.400        4.100         4.33         0.10         42.0        3.850        8.010
